,in_id,query,answers_text,answers_count
10,21817.0,Ключевые ассоциации с парадигмой политического реализма (5 слов),дипломатия,1.0
11,21817.0,Ключевые ассоциации с парадигмой политического реализма (5 слов),консульство,1.0
12,21817.0,Ключевые ассоциации с парадигмой политического реализма (5 слов),жёсткость,1.0
13,21817.0,Ключевые ассоциации с парадигмой политического реализма (5 слов),закон,2.0
14,21817.0,Ключевые ассоциации с парадигмой политического реализма (5 слов),закон мораль конфликтность,1.0
15,21817.0,Ключевые ассоциации с парадигмой политического реализма (5 слов),защита,1.0
16,21817.0,Ключевые ассоциации с парадигмой политического реализма (5 слов),защита национальных интересов,1.0
17,21817.0,Ключевые ассоциации с парадигмой политического реализма (5 слов),интересы,1.0
18,21817.0,Ключевые ассоциации с парадигмой политического реализма (5 слов),конфликт,1.0
19,21817.0,Ключевые ассоциации с парадигмой политического реализма (5 слов),либерализм,1.0
20,21817.0,Ключевые ассоциации с парадигмой политического реализма (5 слов),макиавелли гоббс фукидид,1.0
21,21817.0,Ключевые ассоциации с парадигмой политического реализма (5 слов),мир,1.0
22,21817.0,Ключевые ассоциации с парадигмой политического реализма (5 слов),мораль,1.0
23,21817.0,Ключевые ассоциации с парадигмой политического реализма (5 слов),общественно полит-е движ-я,1.0
24,21817.0,Ключевые ассоциации с парадигмой политического реализма (5 слов),объективизм,1.0
25,21817.0,Ключевые ассоциации с парадигмой политического реализма (5 слов),осознанность,1.0
26,21817.0,Ключевые ассоциации с парадигмой политического реализма (5 слов),отношения,1.0
27,21817.0,Ключевые ассоциации с парадигмой политического реализма (5 слов),пессимизм,1.0
28,21817.0,Ключевые ассоциации с парадигмой политического реализма (5 слов),поиск,1.0
29,21817.0,Ключевые ассоциации с парадигмой политического реализма (5 слов),политика,1.0
30,21817.0,Ключевые ассоциации с парадигмой политического реализма (5 слов),политические деятели,1.0
31,21817.0,Ключевые ассоциации с парадигмой политического реализма (5 слов),президенты,1.0
32,21817.0,Ключевые ассоциации с парадигмой политического реализма (5 слов),равноправие,1.0
33,21817.0,Ключевые ассоциации с парадигмой политического реализма (5 слов),рациональность,1.0
34,21817.0,Ключевые ассоциации с парадигмой политического реализма (5 слов),развитие,1.0
35,21817.0,Ключевые ассоциации с парадигмой политического реализма (5 слов),решение,1.0
36,21817.0,Ключевые ассоциации с парадигмой политического реализма (5 слов),сила,2.0
37,21817.0,Ключевые ассоциации с парадигмой политического реализма (5 слов),сотрудничество,2.0
0,21819.0,"Какие направления работы, на ваш взгляд, обязательно должны быть в деятельности Совета молодежи?",адаптация,1.0
1,21819.0,"Какие направления работы, на ваш взгляд, обязательно должны быть в деятельности Совета молодежи?",адаптация сотрудников,1.0
2,21819.0,"Какие направления работы, на ваш взгляд, обязательно должны быть в деятельности Совета молодежи?",взаимодействие с производством,1.0
3,21819.0,"Какие направления работы, на ваш взгляд, обязательно должны быть в деятельности Совета молодежи?",волонтерское направление,1.0
4,21819.0,"Какие направления работы, на ваш взгляд, обязательно должны быть в деятельности Совета молодежи?",волонтерство,3.0
5,21819.0,"Какие направления работы, на ваш взгляд, обязательно должны быть в деятельности Совета молодежи?",доведение вопросов наверх,1.0
6,21819.0,"Какие направления работы, на ваш взгляд, обязательно должны быть в деятельности Совета молодежи?",коммуникация с руководством,1.0
7,21819.0,"Какие направления работы, на ваш взгляд, обязательно должны быть в деятельности Совета молодежи?",досуг,1.0
8,21819.0,"Какие направления работы, на ваш взгляд, обязательно должны быть в деятельности Совета молодежи?",командообразующие мероприятия,1.0
9,21819.0,"Какие направления работы, на ваш взгляд, обязательно должны быть в деятельности Совета молодежи?",коммуникации,1.0
10,21819.0,"Какие направления работы, на ваш взгляд, обязательно должны быть в деятельности Совета молодежи?",комуникационные,1.0
11,21819.0,"Какие направления работы, на ваш взгляд, обязательно должны быть в деятельности Совета молодежи?",общение,1.0
12,21819.0,"Какие направления работы, на ваш взгляд, обязательно должны быть в деятельности Совета молодежи?",конференции,2.0
13,21819.0,"Какие направления работы, на ваш взгляд, обязательно должны быть в деятельности Совета молодежи?",культуиные,1.0
14,21819.0,"Какие направления работы, на ваш взгляд, обязательно должны быть в деятельности Совета молодежи?",культурно-массовые мероприятия,1.0
15,21819.0,"Какие направления работы, на ваш взгляд, обязательно должны быть в деятельности Совета молодежи?",общественное и культурное,1.0
16,21819.0,"Какие направления работы, на ваш взгляд, обязательно должны быть в деятельности Совета молодежи?",настав,1.0
17,21819.0,"Какие направления работы, на ваш взгляд, обязательно должны быть в деятельности Совета молодежи?",наставничество,1.0
18,21819.0,"Какие направления работы, на ваш взгляд, обязательно должны быть в деятельности Совета молодежи?",наука,3.0
19,21819.0,"Какие направления работы, на ваш взгляд, обязательно должны быть в деятельности Совета молодежи?",научное,1.0
20,21819.0,"Какие направления работы, на ваш взгляд, обязательно должны быть в деятельности Совета молодежи?",научные,1.0
21,21819.0,"Какие направления работы, на ваш взгляд, обязательно должны быть в деятельности Совета молодежи?",научные конференции,2.0
22,21819.0,"Какие направления работы, на ваш взгляд, обязательно должны быть в деятельности Совета молодежи?",науч-тех конференция,1.0
23,21819.0,"Какие направления работы, на ваш взгляд, обязательно должны быть в деятельности Совета молодежи?",образовательное конфер,1.0
24,21819.0,"Какие направления работы, на ваш взгляд, обязательно должны быть в деятельности Совета молодежи?",обучение,1.0
25,21819.0,"Какие направления работы, на ваш взгляд, обязательно должны быть в деятельности Совета молодежи?",общественно спортивные,1.0
26,21819.0,"Какие направления работы, на ваш взгляд, обязательно должны быть в деятельности Совета молодежи?",спорт,6.0
27,21819.0,"Какие направления работы, на ваш взгляд, обязательно должны быть в деятельности Совета молодежи?",спортивное направление,1.0
28,21819.0,"Какие направления работы, на ваш взгляд, обязательно должны быть в деятельности Совета молодежи?",спортивные,1.0
29,21819.0,"Какие направления работы, на ваш взгляд, обязательно должны быть в деятельности Совета молодежи?",общественное,1.0
30,21819.0,"Какие направления работы, на ваш взгляд, обязательно должны быть в деятельности Совета молодежи?",социальные,1.0
31,21819.0,"Какие направления работы, на ваш взгляд, обязательно должны быть в деятельности Совета молодежи?",повышение осведомленности,1.0
32,21819.0,"Какие направления работы, на ваш взгляд, обязательно должны быть в деятельности Совета молодежи?",помощь в проектах руководства,1.0
33,21819.0,"Какие направления работы, на ваш взгляд, обязательно должны быть в деятельности Совета молодежи?",поездки,2.0
34,21819.0,"Какие направления работы, на ваш взгляд, обязательно должны быть в деятельности Совета молодежи?",походы,1.0
35,21819.0,"Какие направления работы, на ваш взгляд, обязательно должны быть в деятельности Совета молодежи?",походы выходного дня,1.0
36,21819.0,"Какие направления работы, на ваш взгляд, обязательно должны быть в деятельности Совета молодежи?",туризм,3.0
37,21819.0,"Какие направления работы, на ваш взгляд, обязательно должны быть в деятельности Совета молодежи?",продвижение,1.0
38,21819.0,"Какие направления работы, на ваш взгляд, обязательно должны быть в деятельности Совета молодежи?",развивание,1.0
39,21819.0,"Какие направления работы, на ваш взгляд, обязательно должны быть в деятельности Совета молодежи?",развитие,1.0
40,21819.0,"Какие направления работы, на ваш взгляд, обязательно должны быть в деятельности Совета молодежи?",развитиеи,1.0
41,21819.0,"Какие направления работы, на ваш взгляд, обязательно должны быть в деятельности Совета молодежи?",развитие it,1.0
42,21819.0,"Какие направления работы, на ваш взгляд, обязательно должны быть в деятельности Совета молодежи?",тем. встречи квиз,1.0
43,21819.0,"Какие направления работы, на ваш взгляд, обязательно должны быть в деятельности Совета молодежи?",тех. туры,1.0
44,21819.0,"Какие направления работы, на ваш взгляд, обязательно должны быть в деятельности Совета молодежи?",технические туры на аэс,1.0
45,21819.0,"Какие направления работы, на ваш взгляд, обязательно должны быть в деятельности Совета молодежи?",технические туры на аэс и т.д.,1.0
46,21819.0,"Какие направления работы, на ваш взгляд, обязательно должны быть в деятельности Совета молодежи?",техтуры,1.0
47,21819.0,"Какие направления работы, на ваш взгляд, обязательно должны быть в деятельности Совета молодежи?",туристическое тех.туры,1.0
48,21819.0,"Какие направления работы, на ваш взгляд, обязательно должны быть в деятельности Совета молодежи?",участие в разрешении проблем,1.0
49,21819.0,"Какие направления работы, на ваш взгляд, обязательно должны быть в деятельности Совета молодежи?",цех,1.0
50,21819.0,"Какие направления работы, на ваш взгляд, обязательно должны быть в деятельности Совета молодежи?",цифровизация,1.0
51,21819.0,"Какие направления работы, на ваш взгляд, обязательно должны быть в деятельности Совета молодежи?",чтгдк-да...,1.0
0,22021.0,Опишите одним словом ваше эмоциональное состояние в настоящий момент,апатия,5.0
1,22021.0,Опишите одним словом ваше эмоциональное состояние в настоящий момент,полная аппатия,1.0
2,22021.0,Опишите одним словом ваше эмоциональное состояние в настоящий момент,безразличие,1.0
3,22021.0,Опишите одним словом ваше эмоциональное состояние в настоящий момент,индефферентное,1.0
4,22021.0,Опишите одним словом ваше эмоциональное состояние в настоящий момент,безысходность,4.0
5,22021.0,Опишите одним словом ваше эмоциональное состояние в настоящий момент,отчаяние,3.0
6,22021.0,Опишите одним словом ваше эмоциональное состояние в настоящий момент,беспокойство,5.0
7,22021.0,Опишите одним словом ваше эмоциональное состояние в настоящий момент,волнение,3.0
8,22021.0,Опишите одним словом ваше эмоциональное состояние в настоящий момент,волнительное,1.0
9,22021.0,Опишите одним словом ваше эмоциональное состояние в настоящий момент,нервное,1.0
10,22021.0,Опишите одним словом ваше эмоциональное состояние в настоящий момент,нервность,1.0
11,22021.0,Опишите одним словом ваше эмоциональное состояние в настоящий момент,нервозность,1.0
12,22021.0,Опишите одним словом ваше эмоциональное состояние в настоящий момент,обеспокоена,1.0
13,22021.0,Опишите одним словом ваше эмоциональное состояние в настоящий момент,обеспокоенность,2.0
14,22021.0,Опишите одним словом ваше эмоциональное состояние в настоящий момент,паника,6.0
15,22021.0,Опишите одним словом ваше эмоциональное состояние в настоящий момент,панические атаки,1.0
16,22021.0,Опишите одним словом ваше эмоциональное состояние в настоящий момент,переживание,1.0
17,22021.0,Опишите одним словом ваше эмоциональное состояние в настоящий момент,переживания,1.0
18,22021.0,Опишите одним словом ваше эмоциональное состояние в настоящий момент,плохосдерживаемая паника,1.0
19,22021.0,Опишите одним словом ваше эмоциональное состояние в настоящий момент,повышенная тревожность,1.0
20,22021.0,Опишите одним словом ваше эмоциональное состояние в настоящий момент,постоянная тревога,1.0
21,22021.0,Опишите одним словом ваше эмоциональное состояние в настоящий момент,раздражение,1.0
22,22021.0,Опишите одним словом ваше эмоциональное состояние в настоящий момент,тревога,34.0
23,22021.0,Опишите одним словом ваше эмоциональное состояние в настоящий момент,тревога за свое будущее,1.0
24,22021.0,Опишите одним словом ваше эмоциональное состояние в настоящий момент,тревога и усталость,1.0
25,22021.0,Опишите одним словом ваше эмоциональное состояние в настоящий момент,тревожно,3.0
26,22021.0,Опишите одним словом ваше эмоциональное состояние в настоящий момент,тревожное,10.0
27,22021.0,Опишите одним словом ваше эмоциональное состояние в настоящий момент,тревожность,12.0
28,22021.0,Опишите одним словом ваше эмоциональное состояние в настоящий момент,бессилие,1.0
29,22021.0,Опишите одним словом ваше эмоциональное состояние в настоящий момент,бравада,1.0
30,22021.0,Опишите одним словом ваше эмоциональное состояние в настоящий момент,будничное,1.0
31,22021.0,Опишите одним словом ваше эмоциональное состояние в настоящий момент,в пределах нормы,1.0
32,22021.0,Опишите одним словом ваше эмоциональное состояние в настоящий момент,норм,1.0
33,22021.0,Опишите одним словом ваше эмоциональное состояние в настоящий момент,нормально,2.0
34,22021.0,Опишите одним словом ваше эмоциональное состояние в настоящий момент,нормальное,7.0
35,22021.0,Опишите одним словом ваше эмоциональное состояние в настоящий момент,нормальное спокойное,1.0
36,22021.0,Опишите одним словом ваше эмоциональное состояние в настоящий момент,средне,1.0
37,22021.0,Опишите одним словом ваше эмоциональное состояние в настоящий момент,среднее,2.0
38,22021.0,Опишите одним словом ваше эмоциональное состояние в настоящий момент,удовлетворительное,4.0
39,22021.0,Опишите одним словом ваше эмоциональное состояние в настоящий момент,в ожидании,1.0
40,22021.0,Опишите одним словом ваше эмоциональное состояние в настоящий момент,вера,1.0
41,22021.0,Опишите одним словом ваше эмоциональное состояние в настоящий момент,возбужденность,1.0
42,22021.0,Опишите одним словом ваше эмоциональное состояние в настоящий момент,воодушевленное,1.0
43,22021.0,Опишите одним словом ваше эмоциональное состояние в настоящий момент,выгорание,2.0
44,22021.0,Опишите одним словом ваше эмоциональное состояние в настоящий момент,выжатый,1.0
45,22021.0,Опишите одним словом ваше эмоциональное состояние в настоящий момент,задолбавшееся,1.0
46,22021.0,Опишите одним словом ваше эмоциональное состояние в настоящий момент,измождённость,1.0
47,22021.0,Опишите одним словом ваше эмоциональное состояние в настоящий момент,измотанность,1.0
48,22021.0,Опишите одним словом ваше эмоциональное состояние в настоящий момент,истощение,2.0
49,22021.0,Опишите одним словом ваше эмоциональное состояние в настоящий момент,перегорела,1.0
50,22021.0,Опишите одним словом ваше эмоциональное состояние в настоящий момент,перегружен,1.0
51,22021.0,Опишите одним словом ваше эмоциональное состояние в настоящий момент,уставший,1.0
52,22021.0,Опишите одним словом ваше эмоциональное состояние в настоящий момент,устал,1.0
53,22021.0,Опишите одним словом ваше эмоциональное состояние в настоящий момент,усталость,11.0
54,22021.0,Опишите одним словом ваше эмоциональное состояние в настоящий момент,грусть,1.0
55,22021.0,Опишите одним словом ваше эмоциональное состояние в настоящий момент,печаль,1.0
56,22021.0,Опишите одним словом ваше эмоциональное состояние в настоящий момент,депрессия,2.0
57,22021.0,Опишите одним словом ваше эмоциональное состояние в настоящий момент,легкая депрессия,1.0
58,22021.0,Опишите одним словом ваше эмоциональное состояние в настоящий момент,дисбаланс,1.0
59,22021.0,Опишите одним словом ваше эмоциональное состояние в настоящий момент,дискомфорт,1.0
60,22021.0,Опишите одним словом ваше эмоциональное состояние в настоящий момент,дно,1.0
61,22021.0,Опишите одним словом ваше эмоциональное состояние в настоящий момент,конец,1.0
62,22021.0,Опишите одним словом ваше эмоциональное состояние в настоящий момент,желе,1.0
63,22021.0,Опишите одним словом ваше эмоциональное состояние в настоящий момент,забота,1.0
64,22021.0,Опишите одним словом ваше эмоциональное состояние в настоящий момент,злоба,1.0
65,22021.0,Опишите одним словом ваше эмоциональное состояние в настоящий момент,злость,2.0
66,22021.0,Опишите одним словом ваше эмоциональное состояние в настоящий момент,негодование,2.0
67,22021.0,Опишите одним словом ваше эмоциональное состояние в настоящий момент,ненависть,2.0
68,22021.0,Опишите одним словом ваше эмоциональное состояние в настоящий момент,ненависть к сша и западу,1.0
69,22021.0,Опишите одним словом ваше эмоциональное состояние в настоящий момент,ярость,1.0
70,22021.0,Опишите одним словом ваше эмоциональное состояние в настоящий момент,истерика,1.0
71,22021.0,Опишите одним словом ваше эмоциональное состояние в настоящий момент,лицемерие,1.0
72,22021.0,Опишите одним словом ваше эмоциональное состояние в настоящий момент,люблю окружающий мир,1.0
73,22021.0,Опишите одним словом ваше эмоциональное состояние в настоящий момент,напряжение,2.0
74,22021.0,Опишите одним словом ваше эмоциональное состояние в настоящий момент,напряженное,3.0
75,22021.0,Опишите одним словом ваше эмоциональное состояние в настоящий момент,напряжённое,1.0
76,22021.0,Опишите одним словом ваше эмоциональное состояние в настоящий момент,напряженность,1.0
77,22021.0,Опишите одним словом ваше эмоциональное состояние в настоящий момент,незначительная напряженность,1.0
78,22021.0,Опишите одним словом ваше эмоциональное состояние в настоящий момент,наслождение,1.0
79,22021.0,Опишите одним словом ваше эмоциональное состояние в настоящий момент,настойчивость,1.0
80,22021.0,Опишите одним словом ваше эмоциональное состояние в настоящий момент,настороженность,3.0
81,22021.0,Опишите одним словом ваше эмоциональное состояние в настоящий момент,настроение,1.0
82,22021.0,Опишите одним словом ваше эмоциональное состояние в настоящий момент,неизвестность,2.0
83,22021.0,Опишите одним словом ваше эмоциональное состояние в настоящий момент,неопределенное,1.0
84,22021.0,Опишите одним словом ваше эмоциональное состояние в настоящий момент,неопределенность,10.0
85,22021.0,Опишите одним словом ваше эмоциональное состояние в настоящий момент,неопределённость,5.0
86,22021.0,Опишите одним словом ваше эмоциональное состояние в настоящий момент,нейтральное,1.0
87,22021.0,Опишите одним словом ваше эмоциональное состояние в настоящий момент,непонимание,1.0
88,22021.0,Опишите одним словом ваше эмоциональное состояние в настоящий момент,нестабильное,2.0
89,22021.0,Опишите одним словом ваше эмоциональное состояние в настоящий момент,нет виденья будущего,1.0
90,22021.0,Опишите одним словом ваше эмоциональное состояние в настоящий момент,отсутствие понимания будущего,1.0
91,22021.0,Опишите одним словом ваше эмоциональное состояние в настоящий момент,нет поддержки руководства,1.0
92,22021.0,Опишите одним словом ваше эмоциональное состояние в настоящий момент,неуверенность,2.0
93,22021.0,Опишите одним словом ваше эмоциональное состояние в настоящий момент,ожидание,1.0
94,22021.0,Опишите одним словом ваше эмоциональное состояние в настоящий момент,обида,1.0
95,22021.0,Опишите одним словом ваше эмоциональное состояние в настоящий момент,опустошение,4.0
96,22021.0,Опишите одним словом ваше эмоциональное состояние в настоящий момент,пустота,1.0
97,22021.0,Опишите одним словом ваше эмоциональное состояние в настоящий момент,отвлеченность,1.0
98,22021.0,Опишите одним словом ваше эмоциональное состояние в настоящий момент,отвратительное,1.0
99,22021.0,Опишите одним словом ваше эмоциональное состояние в настоящий момент,пздц,1.0
100,22021.0,Опишите одним словом ваше эмоциональное состояние в настоящий момент,пиздец,2.0
101,22021.0,Опишите одним словом ваше эмоциональное состояние в настоящий момент,плохое,1.0
102,22021.0,Опишите одним словом ваше эмоциональное состояние в настоящий момент,полная жопа,1.0
103,22021.0,Опишите одним словом ваше эмоциональное состояние в настоящий момент,полная задница,1.0
104,22021.0,Опишите одним словом ваше эмоциональное состояние в настоящий момент,ужас,2.0
105,22021.0,Опишите одним словом ваше эмоциональное состояние в настоящий момент,ужасное,1.0
106,22021.0,Опишите одним словом ваше эмоциональное состояние в настоящий момент,подавленное,3.0
107,22021.0,Опишите одним словом ваше эмоциональное состояние в настоящий момент,подавленное состояние,1.0
108,22021.0,Опишите одним словом ваше эмоциональное состояние в настоящий момент,подавленность,5.0
109,22021.0,Опишите одним словом ваше эмоциональное состояние в настоящий момент,разбитость,1.0
110,22021.0,Опишите одним словом ваше эмоциональное состояние в настоящий момент,растоптан,1.0
111,22021.0,Опишите одним словом ваше эмоциональное состояние в настоящий момент,позитивное,1.0
112,22021.0,Опишите одним словом ваше эмоциональное состояние в настоящий момент,политика,1.0
113,22021.0,Опишите одним словом ваше эмоциональное состояние в настоящий момент,потеря,1.0
114,22021.0,Опишите одним словом ваше эмоциональное состояние в настоящий момент,потерянность,1.0
115,22021.0,Опишите одним словом ваше эмоциональное состояние в настоящий момент,растерянность,3.0
116,22021.0,Опишите одним словом ваше эмоциональное состояние в настоящий момент,принятие,2.0
117,22021.0,Опишите одним словом ваше эмоциональное состояние в настоящий момент,психоэмоциональная перегрузка,1.0
118,22021.0,Опишите одним словом ваше эмоциональное состояние в настоящий момент,работа,1.0
119,22021.0,Опишите одним словом ваше эмоциональное состояние в настоящий момент,трудовое,1.0
120,22021.0,Опишите одним словом ваше эмоциональное состояние в настоящий момент,развитие,1.0
121,22021.0,Опишите одним словом ваше эмоциональное состояние в настоящий момент,разочарование,4.0
122,22021.0,Опишите одним словом ваше эмоциональное состояние в настоящий момент,рассредоточение,1.0
123,22021.0,Опишите одним словом ваше эмоциональное состояние в настоящий момент,смятение,2.0
124,22021.0,Опишите одним словом ваше эмоциональное состояние в настоящий момент,удрученное,1.0
125,22021.0,Опишите одним словом ваше эмоциональное состояние в настоящий момент,сожаление,1.0
126,22021.0,Опишите одним словом ваше эмоциональное состояние в настоящий момент,солнце,1.0
127,22021.0,Опишите одним словом ваше эмоциональное состояние в настоящий момент,сопереживаю,1.0
128,22021.0,Опишите одним словом ваше эмоциональное состояние в настоящий момент,спокоен,1.0
129,22021.0,Опишите одним словом ваше эмоциональное состояние в настоящий момент,спокойное,3.0
130,22021.0,Опишите одним словом ваше эмоциональное состояние в настоящий момент,спокойствие,1.0
131,22021.0,Опишите одним словом ваше эмоциональное состояние в настоящий момент,умиротвореное,1.0
132,22021.0,Опишите одним словом ваше эмоциональное состояние в настоящий момент,штиль,1.0
133,22021.0,Опишите одним словом ваше эмоциональное состояние в настоящий момент,я спокоен.,1.0
134,22021.0,Опишите одним словом ваше эмоциональное состояние в настоящий момент,стабильное,5.0
135,22021.0,Опишите одним словом ваше эмоциональное состояние в настоящий момент,стабильность,1.0
136,22021.0,Опишите одним словом ваше эмоциональное состояние в настоящий момент,умерено-стабильное,1.0
137,22021.0,Опишите одним словом ваше эмоциональное состояние в настоящий момент,страх,18.0
138,22021.0,Опишите одним словом ваше эмоциональное состояние в настоящий момент,страшно,1.0
139,22021.0,Опишите одним словом ваше эмоциональное состояние в настоящий момент,стресс,3.0
140,22021.0,Опишите одним словом ваше эмоциональное состояние в настоящий момент,терпение,1.0
141,22021.0,Опишите одним словом ваше эмоциональное состояние в настоящий момент,тяжело,1.0
142,22021.0,Опишите одним словом ваше эмоциональное состояние в настоящий момент,тяжелое,1.0
143,22021.0,Опишите одним словом ваше эмоциональное состояние в настоящий момент,уверенность,1.0
144,22021.0,Опишите одним словом ваше эмоциональное состояние в настоящий момент,хорошее,5.0
145,22021.0,Опишите одним словом ваше эмоциональное состояние в настоящий момент,хорошо,2.0
146,22021.0,Опишите одним словом ваше эмоциональное состояние в настоящий момент,целеустремленность,1.0
147,22021.0,Опишите одним словом ваше эмоциональное состояние в настоящий момент,шок,1.0
148,22021.0,Опишите одним словом ваше эмоциональное состояние в настоящий момент,эмоциональное,1.0
0,22065.0,Какие эмоции Вы испытываете сейчас?,беспокойство,4.0
1,22065.0,Какие эмоции Вы испытываете сейчас?,тревожность,1.0
2,22065.0,Какие эмоции Вы испытываете сейчас?,взволнован,1.0
3,22065.0,Какие эмоции Вы испытываете сейчас?,волнение,2.0
4,22065.0,Какие эмоции Вы испытываете сейчас?,нервное,1.0
5,22065.0,Какие эмоции Вы испытываете сейчас?,голод,2.0
6,22065.0,Какие эмоции Вы испытываете сейчас?,дзен,1.0
7,22065.0,Какие эмоции Вы испытываете сейчас?,ровные,1.0
8,22065.0,Какие эмоции Вы испытываете сейчас?,спокойствие,8.0
9,22065.0,Какие эмоции Вы испытываете сейчас?,умиротворение,2.0
10,22065.0,Какие эмоции Вы испытываете сейчас?,доволен,1.0
11,22065.0,Какие эмоции Вы испытываете сейчас?,удовлетворение,1.0
12,22065.0,Какие эмоции Вы испытываете сейчас?,заинтересованность,1.0
13,22065.0,Какие эмоции Вы испытываете сейчас?,интерес,1.0
14,22065.0,Какие эмоции Вы испытываете сейчас?,защищенность,1.0
15,22065.0,Какие эмоции Вы испытываете сейчас?,надежду,1.0
16,22065.0,Какие эмоции Вы испытываете сейчас?,неоднозначность,1.0
17,22065.0,Какие эмоции Вы испытываете сейчас?,причастность,1.0
18,22065.0,Какие эмоции Вы испытываете сейчас?,радость,1.0
19,22065.0,Какие эмоции Вы испытываете сейчас?,стабильность,1.0
20,22065.0,Какие эмоции Вы испытываете сейчас?,страх,2.0
21,22065.0,Какие эмоции Вы испытываете сейчас?,уважение,1.0
22,22065.0,Какие эмоции Вы испытываете сейчас?,удивление,1.0
0,22083.0,Какие запросы вам приходили?,балаклавы,1.0
1,22083.0,Какие запросы вам приходили?,бронежилеты,1.0
2,22083.0,Какие запросы вам приходили?,бытовая проблема,1.0
3,22083.0,Какие запросы вам приходили?,бытовые вопросы,1.0
4,22083.0,Какие запросы вам приходили?,вопросы о бронировании,1.0
5,22083.0,Какие запросы вам приходили?,гуманитарная,1.0
6,22083.0,Какие запросы вам приходили?,деньги,1.0
7,22083.0,Какие запросы вам приходили?,финансовая,2.0
8,22083.0,Какие запросы вам приходили?,финансовая помощь,2.0
9,22083.0,Какие запросы вам приходили?,финансы,1.0
10,22083.0,Какие запросы вам приходили?,дрова,1.0
11,22083.0,Какие запросы вам приходили?,жгуты,1.0
12,22083.0,Какие запросы вам приходили?,нужен жгут,1.0
13,22083.0,Какие запросы вам приходили?,запросов еще не было,2.0
14,22083.0,Какие запросы вам приходили?,запросов ещё не было,3.0
15,22083.0,Какие запросы вам приходили?,запросов не было,1.0
16,22083.0,Какие запросы вам приходили?,не приходили,1.0
17,22083.0,Какие запросы вам приходили?,нет,2.0
18,22083.0,Какие запросы вам приходили?,пока запросов не поступало,1.0
