,index,in_id,query,answers_text,answers_count,answers_cluster,answers_sentiment,langdetect,langid
1882,3087,26919.0,Что для вас важно?,уверенность,3.0,уверенность,positives,ru,ru
1883,3088,26919.0,Что для вас важно?,уверенность в завтрашнем дне,1.0,уверенность в завтрашнем дне,positives,ru,ru
1884,3089,26919.0,Что для вас важно?,удовлетворение от работы,1.0,чувство удовлетворенности,positives,ru,ru
1885,3090,26919.0,Что для вас важно?,удовлетворенность,1.0,чувство удовлетворенности,positives,ru,ru
1886,3091,26919.0,Что для вас важно?,чувство удовлетворенности,1.0,чувство удовлетворенности,positives,ru,ru
1887,3092,26919.0,Что для вас важно?,удовольствие от сделаного,1.0,чувство удовлетворенности,positives,ru,ru
1888,3094,26919.0,Что для вас важно?,универсальность,1.0,универсальность,neutrals,ru,ru
1889,3095,26919.0,Что для вас важно?,хобби,2.0,хобби,neutrals,ru,ru
1890,3096,26919.0,Что для вас важно?,цель,1.0,цель,neutrals,ru,ru
1891,3097,26919.0,Что для вас важно?,человечность,1.0,человечность,positives,ru,ru
1892,3098,26919.0,Что для вас важно?,честность,7.0,честность,positives,ru,ru
1893,3100,26919.0,Что для вас важно?,энергия,1.0,энергия,positives,ru,ru
1894,3101,26919.0,Что для вас важно?,эстетика,1.0,красота,neutrals,ru,ru
1895,3103,26919.0,Что для вас важно?,ясность цели,1.0,ясность цели,positives,ru,ru
1896,3106,26957.0,Какие формы обучения самые эффективные / желанные?,больше встреч,1.0,встречи,neutrals,ru,ru
1897,3107,26957.0,Какие формы обучения самые эффективные / желанные?,встречи,1.0,встречи,neutrals,ru,ru
1898,3112,26957.0,Какие формы обучения самые эффективные / желанные?,всё формы важны,1.0,все формы важны,neutrals,ru,ru
1899,3113,26957.0,Какие формы обучения самые эффективные / желанные?,выездное обучение,1.0,выездное обучение,neutrals,ru,ru
1900,3114,26957.0,Какие формы обучения самые эффективные / желанные?,выездные сессии,1.0,выездное обучение,neutrals,ru,ru
1901,3116,26957.0,Какие формы обучения самые эффективные / желанные?,групповой коучинг,1.0,групповой коучинг,neutrals,ru,ru
1902,3118,26957.0,Какие формы обучения самые эффективные / желанные?,живое общение,1.0,очное,neutrals,ru,ru
1903,3119,26957.0,Какие формы обучения самые эффективные / желанные?,живые кейсы,1.0,живые практики,neutrals,ru,ru
1904,3121,26957.0,Какие формы обучения самые эффективные / желанные?,разборы кейсов,1.0,кейсы,neutrals,ru,ru
1905,3122,26957.0,Какие формы обучения самые эффективные / желанные?,решение кейсов,1.0,кейсы,neutrals,ru,ru
1906,3123,26957.0,Какие формы обучения самые эффективные / желанные?,живые практики,1.0,живые практики,neutrals,ru,ru
1907,3126,26957.0,Какие формы обучения самые эффективные / желанные?,интерактивные занятия,1.0,интерактивные занятия,neutrals,ru,ru
1908,3127,26957.0,Какие формы обучения самые эффективные / желанные?,коллоборации с обр.учреждениям,1.0,коллаборации с образовательными учреждениями,neutrals,ru,ru
1909,3128,26957.0,Какие формы обучения самые эффективные / желанные?,комиксы,1.0,комиксы,neutrals,ru,ru
1910,3129,26957.0,Какие формы обучения самые эффективные / желанные?,конференции,1.0,конференции,neutrals,ru,ru
1911,3130,26957.0,Какие формы обучения самые эффективные / желанные?,конференция,2.0,конференции,neutrals,ru,ru
1912,3131,26957.0,Какие формы обучения самые эффективные / желанные?,конференции в очном формате,1.0,конференция очная,neutrals,ru,ru
1913,3132,26957.0,Какие формы обучения самые эффективные / желанные?,конференция очная,1.0,конференция очная,neutrals,ru,ru
1914,3137,26957.0,Какие формы обучения самые эффективные / желанные?,небольшими группами,1.0,небольшими группами,neutrals,ru,ru
1915,3138,26957.0,Какие формы обучения самые эффективные / желанные?,некие скайп беседы,1.0,некие скайп беседы,neutrals,ru,ru
1916,3140,26957.0,Какие формы обучения самые эффективные / желанные?,обмен опытом,4.0,обмен опытом,positives,ru,ru
1917,3144,26957.0,Какие формы обучения самые эффективные / желанные?,практикумы,6.0,практикумы,neutrals,ru,ru
1918,3147,26957.0,Какие формы обучения самые эффективные / желанные?,с практикой,1.0,практикумы,neutrals,ru,ru
1919,3148,26957.0,Какие формы обучения самые эффективные / желанные?,эмпирические,1.0,практикумы,neutrals,ru,ru
1920,3152,26957.0,Какие формы обучения самые эффективные / желанные?,очная,7.0,очное,neutrals,ru,ru
1921,3153,26957.0,Какие формы обучения самые эффективные / желанные?,очная форма,1.0,очное,neutrals,ru,ru
1922,3155,26957.0,Какие формы обучения самые эффективные / желанные?,очное,2.0,очное,neutrals,ru,ru
1923,3156,26957.0,Какие формы обучения самые эффективные / желанные?,очное живое общение,1.0,очное,neutrals,ru,ru
1924,3157,26957.0,Какие формы обучения самые эффективные / желанные?,очное обучение,3.0,очное,neutrals,ru,ru
1925,3158,26957.0,Какие формы обучения самые эффективные / желанные?,очное участие с отработкой нав,1.0,очные практикумы,neutrals,ru,ru
1926,3159,26957.0,Какие формы обучения самые эффективные / желанные?,очное!!!!! /,1.0,очное,neutrals,ru,ru
1927,3161,26957.0,Какие формы обучения самые эффективные / желанные?,очные встречи,3.0,очное,positives,ru,ru
1928,3162,26957.0,Какие формы обучения самые эффективные / желанные?,очные обучения глаза в глаза,1.0,очное,neutrals,ru,ru
1929,3163,26957.0,Какие формы обучения самые эффективные / желанные?,очные практикумы,1.0,очные практикумы,neutrals,ru,ru
1930,3164,26957.0,Какие формы обучения самые эффективные / желанные?,очные с мастер - классами,1.0,очные с мастер классами,neutrals,ru,ru
1931,3165,26957.0,Какие формы обучения самые эффективные / желанные?,очные с практическими примерам,1.0,очные практикумы,neutrals,ru,ru
1932,3166,26957.0,Какие формы обучения самые эффективные / желанные?,очные семинары,1.0,очные семинары,neutrals,ru,ru
1933,3167,26957.0,Какие формы обучения самые эффективные / желанные?,очные сессии вне раб. места,1.0,очные сессии вне рабочего места,neutrals,ru,ru
1934,3168,26957.0,Какие формы обучения самые эффективные / желанные?,очные тренинги,1.0,очные практикумы,neutrals,ru,ru
1935,3170,26957.0,Какие формы обучения самые эффективные / желанные?,очно-заочные,1.0,очно заочные,neutrals,ru,ru
1936,3171,26957.0,Какие формы обучения самые эффективные / желанные?,очные в малых группах с кейсам,1.0,очные в малых группах с кейсами,neutrals,ru,ru
1937,3172,26957.0,Какие формы обучения самые эффективные / желанные?,поведенческий практикум,1.0,поведенческий практикум,neutrals,ru,ru
1938,3173,26957.0,Какие формы обучения самые эффективные / желанные?,полное зам-е рук-ля во время е,1.0,полное замещение руководителя во время е,neutrals,ru,ru
1939,3178,26957.0,Какие формы обучения самые эффективные / желанные?,решения проблем лр,1.0,решения проблем лр,neutrals,ru,ru
1940,3179,26957.0,Какие формы обучения самые эффективные / желанные?,свободная,1.0,свободная,neutrals,ru,ru
1941,3180,26957.0,Какие формы обучения самые эффективные / желанные?,сенимары,1.0,семинар,neutrals,ru,ru
1942,3182,26957.0,Какие формы обучения самые эффективные / желанные?,тесты с рандомными ответами,1.0,тесты с рандомными ответами,neutrals,ru,ru
1943,3185,26957.0,Какие формы обучения самые эффективные / желанные?,факультативные проекты,1.0,факультативные проекты,neutrals,ru,ru
1944,3187,26957.0,Какие формы обучения самые эффективные / желанные?,форумы,1.0,форумы,neutrals,ru,ru
1945,3188,26985.0,Определите рентабельность производства (1) и рентабельность продаж (2) химического предприятия.,13% рентабельность производ,1.0,13 рентабельность производства,neutrals,ru,ru
1946,3189,26985.0,Определите рентабельность производства (1) и рентабельность продаж (2) химического предприятия.,79% рентабельность продаж,1.0,79 рентабельность продаж,neutrals,ru,ru
1947,3193,26985.0,Определите рентабельность производства (1) и рентабельность продаж (2) химического предприятия.,ооо «альфа»,1.0,ооо альфа,neutrals,ru,ru
1948,3194,26985.0,Определите рентабельность производства (1) и рентабельность продаж (2) химического предприятия.,ооо«гамма» 19.8% и 15.5%,1.0,ооо гамма 19 8 и 15 5,neutrals,ru,ru
1949,3197,26985.0,Определите рентабельность производства (1) и рентабельность продаж (2) химического предприятия.,пао «химпром»,1.0,пао химпром,neutrals,ru,ru
1950,3199,26985.0,Определите рентабельность производства (1) и рентабельность продаж (2) химического предприятия.,"пао нц ""малотоннажная химия""",1.0,пао нц малотоннажная химия,neutrals,ru,ru
1951,3201,26985.0,Определите рентабельность производства (1) и рентабельность продаж (2) химического предприятия.,продаж 8.8,1.0,продаж 9 24,neutrals,ru,ru
1952,3202,26985.0,Определите рентабельность производства (1) и рентабельность продаж (2) химического предприятия.,продаж 9.24,1.0,продаж 9 24,neutrals,ru,ru
1953,3204,26985.0,Определите рентабельность производства (1) и рентабельность продаж (2) химического предприятия.,рентабельность 11,1.0,рентабельность 11,neutrals,ru,ru
1954,3205,27127.0,Напишите Ваши ассоциации со словом НЕТВОРКИНГ. Сформулируйте каждую Ассоциацию в 1 слово или короткое словосочетание. Вы можете дать 1-3 ассоциации отдельными ответами,relationship,1.0,relationship,neutrals,en,en
1955,3207,27127.0,Напишите Ваши ассоциации со словом НЕТВОРКИНГ. Сформулируйте каждую Ассоциацию в 1 слово или короткое словосочетание. Вы можете дать 1-3 ассоциации отдельными ответами,взаимная выгода,1.0,взаимная выгода,positives,ru,ru
1956,3208,27127.0,Напишите Ваши ассоциации со словом НЕТВОРКИНГ. Сформулируйте каждую Ассоциацию в 1 слово или короткое словосочетание. Вы можете дать 1-3 ассоциации отдельными ответами,взаимодействие,3.0,взаимодействие,neutrals,ru,ru
1957,3209,27127.0,Напишите Ваши ассоциации со словом НЕТВОРКИНГ. Сформулируйте каждую Ассоциацию в 1 слово или короткое словосочетание. Вы можете дать 1-3 ассоциации отдельными ответами,коммуникации,1.0,коммуникация,neutrals,ru,ru
1958,3210,27127.0,Напишите Ваши ассоциации со словом НЕТВОРКИНГ. Сформулируйте каждую Ассоциацию в 1 слово или короткое словосочетание. Вы можете дать 1-3 ассоциации отдельными ответами,коммуникация,2.0,коммуникация,neutrals,ru,ru
1959,3212,27127.0,Напишите Ваши ассоциации со словом НЕТВОРКИНГ. Сформулируйте каждую Ассоциацию в 1 слово или короткое словосочетание. Вы можете дать 1-3 ассоциации отдельными ответами,полезные коммуникации,1.0,коммуникация,positives,ru,ru
1960,3214,27127.0,Напишите Ваши ассоциации со словом НЕТВОРКИНГ. Сформулируйте каждую Ассоциацию в 1 слово или короткое словосочетание. Вы можете дать 1-3 ассоциации отдельными ответами,возможность,1.0,возможность,positives,ru,ru
1961,3216,27127.0,Напишите Ваши ассоциации со словом НЕТВОРКИНГ. Сформулируйте каждую Ассоциацию в 1 слово или короткое словосочетание. Вы можете дать 1-3 ассоциации отдельными ответами,полезное знакомство,1.0,знакомства,positives,ru,ru
1962,3220,27127.0,Напишите Ваши ассоциации со словом НЕТВОРКИНГ. Сформулируйте каждую Ассоциацию в 1 слово или короткое словосочетание. Вы можете дать 1-3 ассоциации отдельными ответами,инновации,1.0,инновации,positives,ru,ru
1963,3223,27127.0,Напишите Ваши ассоциации со словом НЕТВОРКИНГ. Сформулируйте каждую Ассоциацию в 1 слово или короткое словосочетание. Вы можете дать 1-3 ассоциации отдельными ответами,коммуникационная польза,1.0,полезные коммуникации,positives,ru,ru
1964,3226,27127.0,Напишите Ваши ассоциации со словом НЕТВОРКИНГ. Сформулируйте каждую Ассоциацию в 1 слово или короткое словосочетание. Вы можете дать 1-3 ассоциации отдельными ответами,польза,2.0,польза,positives,ru,ru
1965,3228,27127.0,Напишите Ваши ассоциации со словом НЕТВОРКИНГ. Сформулируйте каждую Ассоциацию в 1 слово или короткое словосочетание. Вы можете дать 1-3 ассоциации отдельными ответами,продуктивная деятельность,1.0,продуктивная деятельность,positives,ru,ru
1966,3232,27127.0,Напишите Ваши ассоциации со словом НЕТВОРКИНГ. Сформулируйте каждую Ассоциацию в 1 слово или короткое словосочетание. Вы можете дать 1-3 ассоциации отдельными ответами,рост,1.0,рост,positives,ru,ru
1967,3233,27127.0,Напишите Ваши ассоциации со словом НЕТВОРКИНГ. Сформулируйте каждую Ассоциацию в 1 слово или короткое словосочетание. Вы можете дать 1-3 ассоциации отдельными ответами,раскрытие личности,1.0,раскрытие личности,neutrals,ru,ru
1968,3234,27127.0,Напишите Ваши ассоциации со словом НЕТВОРКИНГ. Сформулируйте каждую Ассоциацию в 1 слово или короткое словосочетание. Вы можете дать 1-3 ассоциации отдельными ответами,расчет,1.0,расчет,neutrals,ru,ru
1969,3236,27127.0,Напишите Ваши ассоциации со словом НЕТВОРКИНГ. Сформулируйте каждую Ассоциацию в 1 слово или короткое словосочетание. Вы можете дать 1-3 ассоциации отдельными ответами,сеть,3.0,сеть,neutrals,ru,ru
1970,3238,27127.0,Напишите Ваши ассоциации со словом НЕТВОРКИНГ. Сформулируйте каждую Ассоциацию в 1 слово или короткое словосочетание. Вы можете дать 1-3 ассоциации отдельными ответами,социальная сеть,1.0,социальная сеть,neutrals,ru,ru
1971,3239,27127.0,Напишите Ваши ассоциации со словом НЕТВОРКИНГ. Сформулируйте каждую Ассоциацию в 1 слово или короткое словосочетание. Вы можете дать 1-3 ассоциации отдельными ответами,успех,1.0,успех,positives,ru,ru
1972,3240,27128.0,Что было полезно за день?,1. информационность,1.0,1 информационность,positives,ru,ru
1973,3241,27128.0,Что было полезно за день?,анна ильина,1.0,анна ильина,neutrals,ru,ru
1974,3242,27128.0,Что было полезно за день?,выступление анны ильиной!,1.0,анна ильина,neutrals,ru,ru
1975,3243,27128.0,Что было полезно за день?,знакомство с анной ильиной,1.0,анна ильина,neutrals,ru,ru
1976,3244,27128.0,Что было полезно за день?,ильина,1.0,анна ильина,neutrals,ru,ru
1977,3245,27128.0,Что было полезно за день?,лекция ильиной,1.0,анна ильина,neutrals,ru,ru
1978,3246,27128.0,Что было полезно за день?,возможность обсудить проблемы,1.0,возможность обсудить проблемы,positives,ru,ru
1979,3247,27128.0,Что было полезно за день?,обсуждение ошибок протокола,1.0,ошибки протокола,neutrals,ru,ru
1980,3250,27128.0,Что было полезно за день?,все лекции приглашеных спикеро,1.0,доклады,neutrals,ru,ru
1981,3253,27128.0,Что было полезно за день?,опыт спикеров.,1.0,спикеры,neutrals,ru,ru
1982,3254,27128.0,Что было полезно за день?,профессиональные спикеры,2.0,спикеры,positives,ru,ru
1983,3255,27128.0,Что было полезно за день?,спикеры,2.0,спикеры,neutrals,ru,ru
1984,3258,27128.0,Что было полезно за день?,новые контакты,1.0,знакомства,neutrals,ru,ru
1985,3259,27128.0,Что было полезно за день?,интересная информация,1.0,много интересной информации,positives,ru,ru
1986,3260,27128.0,Что было полезно за день?,кладезь полезной информации,1.0,много полезной информации,positives,ru,ru
1987,3261,27128.0,Что было полезно за день?,много интересной информации.,1.0,много интересной информации,positives,ru,ru
1988,3262,27128.0,Что было полезно за день?,много полезной информации,1.0,много полезной информации,positives,ru,ru
1989,3264,27128.0,Что было полезно за день?,много информации об ошибках,1.0,много информации об ошибках,neutrals,ru,ru
1990,3266,27128.0,Что было полезно за день?,обмен опытом,1.0,обмен опытом,positives,ru,ru
1991,3269,27128.0,Что было полезно за день?,опыт общения,1.0,общение,positives,ru,ru
1992,3270,27128.0,Что было полезно за день?,поесть,1.0,поесть,neutrals,ru,ru
1993,3271,27128.0,Что было полезно за день?,потрясающие примеры из жизни,1.0,практические примеры,positives,ru,ru
1994,3272,27128.0,Что было полезно за день?,практические примеры,1.0,практические примеры,neutrals,ru,ru
1995,3273,27128.0,Что было полезно за день?,примеры,1.0,практические примеры,neutrals,ru,ru
1996,3274,27128.0,Что было полезно за день?,примеры как не должно быть,1.0,примеры ошибок,neutrals,ru,ru
1997,3275,27128.0,Что было полезно за день?,примеры ошибок,1.0,примеры ошибок,neutrals,ru,ru
1998,3277,27128.0,Что было полезно за день?,список литературы,1.0,список литературы,neutrals,ru,ru
1999,3278,27128.0,Что было полезно за день?,формализация структур.,1.0,формализация структур,neutrals,ru,ru
2000,3279,27129.0,Ваше впечатление за день?,бывало и хуже,1.0,бывало и хуже,neutrals,ru,ru
2001,3280,27129.0,Ваше впечатление за день?,внедрить знания в дело,1.0,внедрить знания в дело,positives,ru,ru
2002,3281,27129.0,Ваше впечатление за день?,желание работать,1.0,желание работать,positives,ru,ru
2003,3282,27129.0,Ваше впечатление за день?,желание узнавать что-то новое,1.0,желание узнавать что то новое,positives,ru,ru
2004,3283,27129.0,Ваше впечатление за день?,заряд энергии,1.0,заряд энергии,positives,ru,ru
2005,3285,27129.0,Ваше впечатление за день?,ильина,1.0,ильина,neutrals,ru,ru
2006,3287,27129.0,Ваше впечатление за день?,интересный разбор ошибок,1.0,интересный разбор ошибок,positives,ru,ru
2007,3288,27129.0,Ваше впечатление за день?,круто,1.0,круто,positives,ru,ru
2008,3289,27129.0,Ваше впечатление за день?,круть,1.0,круто,positives,ru,ru
2009,3291,27129.0,Ваше впечатление за день?,положительное,1.0,круто,positives,ru,ru
2010,3292,27129.0,Ваше впечатление за день?,потрясающее,1.0,круто,positives,ru,ru
2011,3294,27129.0,Ваше впечатление за день?,супер,1.0,круто,positives,ru,ru
2012,3297,27129.0,Ваше впечатление за день?,огромный позитив!,1.0,позитив,positives,ru,ru
2013,3300,27129.0,Ваше впечатление за день?,очень полезно,1.0,очень полезно,positives,ru,ru
2014,3301,27129.0,Ваше впечатление за день?,очень полезно и интересно,1.0,очень полезно,positives,ru,ru
2015,3302,27129.0,Ваше впечатление за день?,полезно,3.0,очень полезно,positives,ru,ru
2016,3304,27129.0,Ваше впечатление за день?,позновательно,1.0,познавательно,positives,ru,ru
2017,3305,27129.0,Ваше впечатление за день?,продуктивное,1.0,продуктивное,positives,ru,ru
2018,3306,27132.0,Теперь вы лучше знаете свою команду. Ваши впечатления? Одним-двумя словами,активные,2.0,активные,positives,ru,ru
2019,3307,27132.0,Теперь вы лучше знаете свою команду. Ваши впечатления? Одним-двумя словами,в шоке от разносторонности люд,1.0,разносторонние,positives,ru,ru
2020,3309,27132.0,Теперь вы лучше знаете свою команду. Ваши впечатления? Одним-двумя словами,разнообразие интересов,1.0,разносторонние,positives,ru,ru
2021,3310,27132.0,Теперь вы лучше знаете свою команду. Ваши впечатления? Одним-двумя словами,разносторонние,5.0,разносторонние,positives,ru,ru
2022,3312,27132.0,Теперь вы лучше знаете свою команду. Ваши впечатления? Одним-двумя словами,разные и крутые!,1.0,разнообразие,positives,ru,ru
2023,3313,27132.0,Теперь вы лучше знаете свою команду. Ваши впечатления? Одним-двумя словами,восторг,1.0,супер,positives,ru,ru
2024,3314,27132.0,Теперь вы лучше знаете свою команду. Ваши впечатления? Одним-двумя словами,все очень разные но интересные,1.0,интересные,positives,ru,ru
2025,3315,27132.0,Теперь вы лучше знаете свою команду. Ваши впечатления? Одним-двумя словами,разносторонние интересные люди,1.0,разносторонние,positives,ru,ru
2026,3317,27132.0,Теперь вы лучше знаете свою команду. Ваши впечатления? Одним-двумя словами,единый коллектив,1.0,дружные,positives,ru,ru
2027,3318,27132.0,Теперь вы лучше знаете свою команду. Ваши впечатления? Одним-двумя словами,есть приколы,1.0,есть приколы,positives,ru,ru
2028,3319,27132.0,Теперь вы лучше знаете свою команду. Ваши впечатления? Одним-двумя словами,позитивные,1.0,позитивные,positives,ru,ru
2029,3320,27132.0,Теперь вы лучше знаете свою команду. Ваши впечатления? Одним-двумя словами,затнтересованность,1.0,заинтересованность,positives,ru,ru
2030,3321,27132.0,Теперь вы лучше знаете свою команду. Ваши впечатления? Одним-двумя словами,интересные,1.0,интересные,positives,ru,ru
2031,3322,27132.0,Теперь вы лучше знаете свою команду. Ваши впечатления? Одним-двумя словами,интересные личности,1.0,интересные,positives,ru,ru
2032,3323,27132.0,Теперь вы лучше знаете свою команду. Ваши впечатления? Одним-двумя словами,красивые лица,1.0,красивые лица,positives,ru,ru
2033,3324,27132.0,Теперь вы лучше знаете свою команду. Ваши впечатления? Одним-двумя словами,креативные,1.0,креативные,positives,ru,ru
2034,3326,27132.0,Теперь вы лучше знаете свою команду. Ваши впечатления? Одним-двумя словами,крутые hr и са,1.0,крутые hr и са,positives,ru,ru
2035,3327,27132.0,Теперь вы лучше знаете свою команду. Ваши впечатления? Одним-двумя словами,лучшая команда,1.0,невероятная команда,positives,ru,ru
2036,3329,27132.0,Теперь вы лучше знаете свою команду. Ваши впечатления? Одним-двумя словами,невероятная команда,1.0,невероятная команда,positives,ru,ru
2037,3331,27132.0,Теперь вы лучше знаете свою команду. Ваши впечатления? Одним-двумя словами,отличная команда,1.0,невероятная команда,positives,ru,ru
2038,3332,27132.0,Теперь вы лучше знаете свою команду. Ваши впечатления? Одним-двумя словами,отличные ребята,1.0,супер,positives,ru,ru
2039,3333,27132.0,Теперь вы лучше знаете свою команду. Ваши впечатления? Одним-двумя словами,супер,1.0,супер,positives,ru,ru
2040,3335,27132.0,Теперь вы лучше знаете свою команду. Ваши впечатления? Одним-двумя словами,мы похожи,1.0,мы похожи,neutrals,ru,ru
2041,3336,27132.0,Теперь вы лучше знаете свою команду. Ваши впечатления? Одним-двумя словами,общительные,1.0,общительные,positives,ru,ru
2042,3337,27132.0,Теперь вы лучше знаете свою команду. Ваши впечатления? Одним-двумя словами,перспективные,1.0,перспективные,positives,ru,ru
2043,3338,27132.0,Теперь вы лучше знаете свою команду. Ваши впечатления? Одним-двумя словами,профессионалы своего дела,1.0,профессионалы своего дела,positives,ru,ru
2044,3340,27132.0,Теперь вы лучше знаете свою команду. Ваши впечатления? Одним-двумя словами,удивительные и позитивные,1.0,удивительные и позитивные,positives,ru,ru
2045,3341,27132.0,Теперь вы лучше знаете свою команду. Ваши впечатления? Одним-двумя словами,умные мысли,1.0,умные мысли,positives,ru,ru
2046,3342,27132.0,Теперь вы лучше знаете свою команду. Ваши впечатления? Одним-двумя словами,уникальные,1.0,уникальные,positives,ru,ru
2047,3343,27132.0,Теперь вы лучше знаете свою команду. Ваши впечатления? Одним-двумя словами,уникальные люди,1.0,уникальные,positives,ru,ru
2048,3347,27180.0,Как вас зовут?,алексей,1.0,алексей,neutrals,ru,ru
2049,3360,27180.0,Как вас зовут?,дмитрий огнев,1.0,дмитрий,neutrals,ru,ru
2050,3361,27180.0,Как вас зовут?,евгений,2.0,евгений,neutrals,ru,ru
2051,3373,27180.0,Как вас зовут?,ильсияр,1.0,ильсияр,neutrals,ru,ru
2052,3375,27180.0,Как вас зовут?,ирина болдарь,1.0,ирина бондарь,neutrals,ru,ru
2053,3384,27180.0,Как вас зовут?,михаил,2.0,михаил,neutrals,ru,ru
2054,3393,27180.0,Как вас зовут?,олеся,1.0,олеся,neutrals,ru,ru
2055,3397,27180.0,Как вас зовут?,рамиль,1.0,рамиль,neutrals,ru,ru
2056,3401,27180.0,Как вас зовут?,сабур,1.0,сабур,neutrals,ru,ru
2057,3405,27180.0,Как вас зовут?,сергей,1.0,сергей,neutrals,ru,ru
2058,3407,27180.0,Как вас зовут?,юрий,1.0,юрий,neutrals,ru,ru
2059,3413,27184.0,Слово дня/настрой на день для меня и всех участников!,вперёд,1.0,вперед,positives,ru,ru
2060,3414,27184.0,Слово дня/настрой на день для меня и всех участников!,вперёд! нас ждут новые дела),1.0,вперед,neutrals,ru,ru
2061,3417,27184.0,Слово дня/настрой на день для меня и всех участников!,всё будет хорошо,1.0,всё будет хорошо,positives,ru,ru
2062,3418,27184.0,Слово дня/настрой на день для меня и всех участников!,все будет хорошо),1.0,всё будет хорошо,positives,ru,ru
2063,3419,27184.0,Слово дня/настрой на день для меня и всех участников!,все получится,1.0,все получится,positives,ru,ru
2064,3421,27184.0,Слово дня/настрой на день для меня и всех участников!,у нас все получится!,1.0,все получится,positives,ru,ru
2065,3422,27184.0,Слово дня/настрой на день для меня и всех участников!,у нас всё получится!,1.0,все получится,positives,ru,ru
2066,3423,27184.0,Слово дня/настрой на день для меня и всех участников!,у тебя всё получится!,1.0,все получится,positives,ru,ru
2067,3424,27184.0,Слово дня/настрой на день для меня и всех участников!,все в твоих руках!!!,1.0,все в твоих руках,neutrals,ru,ru
2068,3425,27184.0,Слово дня/настрой на день для меня и всех участников!,всем добра!,1.0,всем добра,positives,ru,ru
2069,3426,27184.0,Слово дня/настрой на день для меня и всех участников!,добра всем!,1.0,всем добра,positives,ru,ru
2070,3427,27184.0,Слово дня/настрой на день для меня и всех участников!,доброжелательный,1.0,доброжелательный,positives,ru,ru
2071,3428,27184.0,Слово дня/настрой на день для меня и всех участников!,всем открытий,1.0,всем открытий,neutrals,ru,ru
2072,3429,27184.0,Слово дня/настрой на день для меня и всех участников!,всем успехов,1.0,удачи,positives,ru,ru
2073,3431,27184.0,Слово дня/настрой на день для меня и всех участников!,движение вверх,1.0,движение вверх,positives,ru,ru
2074,3433,27184.0,Слово дня/настрой на день для меня и всех участников!,дерзайте нетничегоневозможного,1.0,дерзай,neutrals,ru,ru
2075,3434,27184.0,Слово дня/настрой на день для меня и всех участников!,дорогу осилит идущий,1.0,дорогу осилит идущий,neutrals,ru,ru
2076,3438,27184.0,Слово дня/настрой на день для меня и всех участников!,вперёд к знаниям!,1.0,знания,positives,ru,ru
2077,3440,27184.0,Слово дня/настрой на день для меня и всех участников!,легко и просто к новым знаниям,1.0,знания,positives,ru,ru
2078,3441,27184.0,Слово дня/настрой на день для меня и всех участников!,новые знания,1.0,знания,positives,ru,ru
2079,3442,27184.0,Слово дня/настрой на день для меня и всех участников!,открыты к знаниям!,1.0,открыты к знаниям,positives,ru,ru
2080,3444,27184.0,Слово дня/настрой на день для меня и всех участников!,получение новой информации,1.0,информация,neutrals,ru,ru
2081,3445,27184.0,Слово дня/настрой на день для меня и всех участников!,узнай больше!,1.0,узнай больше,neutrals,ru,ru
2082,3446,27184.0,Слово дня/настрой на день для меня и всех участников!,узнай то что ещё не знаешь!,1.0,узнал то что ещё не знаешь,neutrals,ru,ru
2083,3447,27184.0,Слово дня/настрой на день для меня и всех участников!,интенсивность,1.0,интенсивность,neutrals,ru,ru
2084,3451,27184.0,Слово дня/настрой на день для меня и всех участников!,я получил нужную мне информаци,1.0,информация,positives,ru,ru
2085,3452,27184.0,Слово дня/настрой на день для меня и всех участников!,кофе,1.0,кофе,neutrals,ru,ru
2086,3454,27184.0,Слово дня/настрой на день для меня и всех участников!,не спать!,1.0,не спать,neutrals,ru,ru
2087,3457,27184.0,Слово дня/настрой на день для меня и всех участников!,новенькое,1.0,новое,neutrals,ru,ru
2088,3458,27184.0,Слово дня/настрой на день для меня и всех участников!,новое,1.0,новое,neutrals,ru,ru
2089,3459,27184.0,Слово дня/настрой на день для меня и всех участников!,обмена профессиональным опытом,1.0,обмена профессиональным опытом,positives,ru,ru
2090,3460,27184.0,Слово дня/настрой на день для меня и всех участников!,общаться и насыщаться),1.0,общение,neutrals,ru,ru
2091,3461,27184.0,Слово дня/настрой на день для меня и всех участников!,общение,3.0,общение,neutrals,ru,ru
2092,3462,27184.0,Слово дня/настрой на день для меня и всех участников!,опыт,1.0,опыт,positives,ru,ru
2093,3463,27184.0,Слово дня/настрой на день для меня и всех участников!,отличный,1.0,отличный,positives,ru,ru
2094,3464,27184.0,Слово дня/настрой на день для меня и всех участников!,плодотворного рабочего дня,1.0,плодотворного рабочего дня,positives,ru,ru
2095,3471,27184.0,Слово дня/настрой на день для меня и всех участников!,рост,1.0,рост,positives,ru,ru
2096,3473,27184.0,Слово дня/настрой на день для меня и всех участников!,хорошего настроения,1.0,хорошего настроения,positives,ru,ru
2097,3474,27184.0,Слово дня/настрой на день для меня и всех участников!,полезно,2.0,польза,positives,ru,ru
2098,3475,27184.0,Слово дня/настрой на день для меня и всех участников!,польза,3.0,польза,positives,ru,ru
2099,3476,27184.0,Слово дня/настрой на день для меня и всех участников!,получить ответы и решение,1.0,получить ответы и решение,neutrals,ru,ru
2100,3478,27184.0,Слово дня/настрой на день для меня и всех участников!,расширить знания по пфдо,1.0,расширить знания по пфдо,positives,ru,ru
