,index,in_id,query,answers_text,answers_count,answers_cluster,answers_sentiment,langdetect,langid
2617,2942,26901.0,Для меня безопасность – это…?,стиль жизни,1.0,стиль жизни,neutrals,ru,ru
2618,2943,26901.0,Для меня безопасность – это…?,тб,1.0,техника безопасности,neutrals,ru,ru
2619,2944,26901.0,Для меня безопасность – это…?,уверенность,11.0,уверенность,positives,ru,ru
2620,2945,26901.0,Для меня безопасность – это…?,увеличение грузооборота смп,1.0,увеличение грузооборота северный морской путь,neutrals,ru,ru
2621,2946,26901.0,Для меня безопасность – это…?,условия труда,1.0,условия труда,neutrals,ru,ru
2622,2947,26901.0,Для меня безопасность – это…?,уютно работать,1.0,комфортные условия труда,positives,ru,ru
2623,2948,26901.0,Для меня безопасность – это…?,ценность,1.0,ценность,neutrals,ru,ru
2624,2949,26901.0,Для меня безопасность – это…?,ценность жизни,1.0,ценность,neutrals,ru,ru
2625,2950,26901.0,Для меня безопасность – это…?,чувство надежности,1.0,надежность,positives,ru,ru
2626,2951,26901.0,Для меня безопасность – это…?,это правила поведения,1.0,культура поведения,neutrals,ru,ru
2627,2952,26901.0,Для меня безопасность – это…?,я,2.0,я,neutrals,ru,ru
2628,3104,26957.0,Какие формы обучения самые эффективные / желанные?,аккредитация в системе росатом,1.0,аккредитация в системе росатом,neutrals,ru,ru
2629,3105,26957.0,Какие формы обучения самые эффективные / желанные?,аудиокнига,1.0,аудиокнига,neutrals,ru,ru
2630,3106,26957.0,Какие формы обучения самые эффективные / желанные?,больше встреч,1.0,встречи,neutrals,ru,ru
2631,3107,26957.0,Какие формы обучения самые эффективные / желанные?,встречи,1.0,встречи,neutrals,ru,ru
2632,3108,26957.0,Какие формы обучения самые эффективные / желанные?,в тикток,1.0,в тикток,neutrals,ru,ru
2633,3109,26957.0,Какие формы обучения самые эффективные / желанные?,вебинар,1.0,семинар,neutrals,ru,ru
2634,3110,26957.0,Какие формы обучения самые эффективные / желанные?,вебинар в записи,1.0,семинар,neutrals,ru,ru
2635,3111,26957.0,Какие формы обучения самые эффективные / желанные?,видео,1.0,видео,neutrals,ru,ru
2636,3112,26957.0,Какие формы обучения самые эффективные / желанные?,всё формы важны,1.0,все формы важны,neutrals,ru,ru
2637,3113,26957.0,Какие формы обучения самые эффективные / желанные?,выездное обучение,1.0,выездное обучение,neutrals,ru,ru
2638,3114,26957.0,Какие формы обучения самые эффективные / желанные?,выездные сессии,1.0,выездное обучение,neutrals,ru,ru
2639,3115,26957.0,Какие формы обучения самые эффективные / желанные?,геймофикация,2.0,геймификация,neutrals,ru,ru
2640,3116,26957.0,Какие формы обучения самые эффективные / желанные?,групповой коучинг,1.0,групповой коучинг,neutrals,ru,ru
2641,3117,26957.0,Какие формы обучения самые эффективные / желанные?,диалоги,1.0,диалоги,neutrals,ru,ru
2642,3118,26957.0,Какие формы обучения самые эффективные / желанные?,живое общение,1.0,очное,neutrals,ru,ru
2643,3119,26957.0,Какие формы обучения самые эффективные / желанные?,живые кейсы,1.0,живые практики,neutrals,ru,ru
2644,3120,26957.0,Какие формы обучения самые эффективные / желанные?,кейсы,1.0,кейсы,neutrals,ru,ru
2645,3121,26957.0,Какие формы обучения самые эффективные / желанные?,разборы кейсов,1.0,кейсы,neutrals,ru,ru
2646,3122,26957.0,Какие формы обучения самые эффективные / желанные?,решение кейсов,1.0,кейсы,neutrals,ru,ru
2647,3123,26957.0,Какие формы обучения самые эффективные / желанные?,живые практики,1.0,живые практики,neutrals,ru,ru
2648,3124,26957.0,Какие формы обучения самые эффективные / желанные?,игры,1.0,игры,neutrals,ru,ru
2649,3125,26957.0,Какие формы обучения самые эффективные / желанные?,интерактивная,1.0,интерактивные занятия,neutrals,ru,ru
2650,3126,26957.0,Какие формы обучения самые эффективные / желанные?,интерактивные занятия,1.0,интерактивные занятия,neutrals,ru,ru
2651,3127,26957.0,Какие формы обучения самые эффективные / желанные?,коллоборации с обр.учреждениям,1.0,коллаборации с образовательными учреждениями,neutrals,ru,ru
2652,3128,26957.0,Какие формы обучения самые эффективные / желанные?,комиксы,1.0,комиксы,neutrals,ru,ru
2653,3129,26957.0,Какие формы обучения самые эффективные / желанные?,конференции,1.0,конференции,neutrals,ru,ru
2654,3130,26957.0,Какие формы обучения самые эффективные / желанные?,конференция,2.0,конференции,neutrals,ru,ru
2655,3131,26957.0,Какие формы обучения самые эффективные / желанные?,конференции в очном формате,1.0,конференция очная,neutrals,ru,ru
2656,3132,26957.0,Какие формы обучения самые эффективные / желанные?,конференция очная,1.0,конференция очная,neutrals,ru,ru
2657,3133,26957.0,Какие формы обучения самые эффективные / желанные?,лекция,1.0,лекция,neutrals,ru,ru
2658,3134,26957.0,Какие формы обучения самые эффективные / желанные?,мастерклассы,1.0,мастер классы,neutrals,ru,ru
2659,3135,26957.0,Какие формы обучения самые эффективные / желанные?,мастермайнд,1.0,мастермайнд,neutrals,ru,ru
2660,3136,26957.0,Какие формы обучения самые эффективные / желанные?,наглядные,1.0,наглядные,positives,ru,ru
2661,3137,26957.0,Какие формы обучения самые эффективные / желанные?,небольшими группами,1.0,небольшими группами,neutrals,ru,ru
2662,3138,26957.0,Какие формы обучения самые эффективные / желанные?,некие скайп беседы,1.0,некие скайп беседы,neutrals,ru,ru
2663,3139,26957.0,Какие формы обучения самые эффективные / желанные?,нужна теория и проверка знаний,1.0,нужна теория и проверка знаний,neutrals,ru,ru
2664,3140,26957.0,Какие формы обучения самые эффективные / желанные?,обмен опытом,4.0,обмен опытом,positives,ru,ru
2665,3141,26957.0,Какие формы обучения самые эффективные / желанные?,обучение-практика,1.0,практикумы,neutrals,ru,ru
2666,3142,26957.0,Какие формы обучения самые эффективные / желанные?,практика,4.0,практикумы,neutrals,ru,ru
2667,3143,26957.0,Какие формы обучения самые эффективные / желанные?,практикум,1.0,практикумы,neutrals,ru,ru
2668,3144,26957.0,Какие формы обучения самые эффективные / желанные?,практикумы,6.0,практикумы,neutrals,ru,ru
2669,3145,26957.0,Какие формы обучения самые эффективные / желанные?,практические,1.0,практикумы,neutrals,ru,ru
2670,3146,26957.0,Какие формы обучения самые эффективные / желанные?,практические занятия,1.0,практикумы,neutrals,ru,ru
2671,3147,26957.0,Какие формы обучения самые эффективные / желанные?,с практикой,1.0,практикумы,neutrals,ru,ru
2672,3148,26957.0,Какие формы обучения самые эффективные / желанные?,эмпирические,1.0,практикумы,neutrals,ru,ru
2673,3149,26957.0,Какие формы обучения самые эффективные / желанные?,он лайн обучение,1.0,онлайн,neutrals,ru,ru
2674,3150,26957.0,Какие формы обучения самые эффективные / желанные?,онлайн,1.0,онлайн,neutrals,ru,ru
2675,3151,26957.0,Какие формы обучения самые эффективные / желанные?,офлайн,1.0,очное,neutrals,ru,ru
2676,3152,26957.0,Какие формы обучения самые эффективные / желанные?,очная,7.0,очное,neutrals,ru,ru
2677,3153,26957.0,Какие формы обучения самые эффективные / желанные?,очная форма,1.0,очное,neutrals,ru,ru
2678,3154,26957.0,Какие формы обучения самые эффективные / желанные?,очно,1.0,очное,neutrals,ru,ru
2679,3155,26957.0,Какие формы обучения самые эффективные / желанные?,очное,2.0,очное,neutrals,ru,ru
2680,3156,26957.0,Какие формы обучения самые эффективные / желанные?,очное живое общение,1.0,очное,neutrals,ru,ru
2681,3157,26957.0,Какие формы обучения самые эффективные / желанные?,очное обучение,3.0,очное,neutrals,ru,ru
2682,3158,26957.0,Какие формы обучения самые эффективные / желанные?,очное участие с отработкой нав,1.0,очные практикумы,neutrals,ru,ru
2683,3159,26957.0,Какие формы обучения самые эффективные / желанные?,очное!!!!! /,1.0,очное,neutrals,ru,ru
2684,3160,26957.0,Какие формы обучения самые эффективные / желанные?,очные,12.0,очное,neutrals,ru,ru
2685,3161,26957.0,Какие формы обучения самые эффективные / желанные?,очные встречи,3.0,очное,positives,ru,ru
2686,3162,26957.0,Какие формы обучения самые эффективные / желанные?,очные обучения глаза в глаза,1.0,очное,neutrals,ru,ru
2687,3163,26957.0,Какие формы обучения самые эффективные / желанные?,очные практикумы,1.0,очные практикумы,neutrals,ru,ru
2688,3164,26957.0,Какие формы обучения самые эффективные / желанные?,очные с мастер - классами,1.0,очные с мастер классами,neutrals,ru,ru
2689,3165,26957.0,Какие формы обучения самые эффективные / желанные?,очные с практическими примерам,1.0,очные практикумы,neutrals,ru,ru
2690,3166,26957.0,Какие формы обучения самые эффективные / желанные?,очные семинары,1.0,очные семинары,neutrals,ru,ru
2691,3167,26957.0,Какие формы обучения самые эффективные / желанные?,очные сессии вне раб. места,1.0,очные сессии вне рабочего места,neutrals,ru,ru
2692,3168,26957.0,Какие формы обучения самые эффективные / желанные?,очные тренинги,1.0,очные практикумы,neutrals,ru,ru
2693,3169,26957.0,Какие формы обучения самые эффективные / желанные?,очные/неформальные,1.0,очные неформальные,neutrals,ru,ru
2694,3170,26957.0,Какие формы обучения самые эффективные / желанные?,очно-заочные,1.0,очно заочные,neutrals,ru,ru
2695,3171,26957.0,Какие формы обучения самые эффективные / желанные?,очные в малых группах с кейсам,1.0,очные в малых группах с кейсами,neutrals,ru,ru
2696,3172,26957.0,Какие формы обучения самые эффективные / желанные?,поведенческий практикум,1.0,поведенческий практикум,neutrals,ru,ru
2697,3173,26957.0,Какие формы обучения самые эффективные / желанные?,полное зам-е рук-ля во время е,1.0,полное замещение руководителя во время е,neutrals,ru,ru
2698,3174,26957.0,Какие формы обучения самые эффективные / желанные?,презентация,1.0,презентация,neutrals,ru,ru
2699,3175,26957.0,Какие формы обучения самые эффективные / желанные?,применят ит и ии,1.0,применят информационные технологии и искусственный интеллект,neutrals,ru,ru
2700,3176,26957.0,Какие формы обучения самые эффективные / желанные?,работа на площадке,1.0,работа на площадке,neutrals,ru,ru
2701,3177,26957.0,Какие формы обучения самые эффективные / желанные?,рекорд,1.0,рекорд,neutrals,ru,ru
2702,3178,26957.0,Какие формы обучения самые эффективные / желанные?,решения проблем лр,1.0,решения проблем лр,neutrals,ru,ru
2703,3179,26957.0,Какие формы обучения самые эффективные / желанные?,свободная,1.0,свободная,neutrals,ru,ru
2704,3180,26957.0,Какие формы обучения самые эффективные / желанные?,сенимары,1.0,семинар,neutrals,ru,ru
2705,3181,26957.0,Какие формы обучения самые эффективные / желанные?,смешанные,1.0,смешанные,neutrals,ru,ru
2706,3182,26957.0,Какие формы обучения самые эффективные / желанные?,тесты с рандомными ответами,1.0,тесты с рандомными ответами,neutrals,ru,ru
2707,3183,26957.0,Какие формы обучения самые эффективные / желанные?,тренинг,1.0,практикумы,neutrals,ru,ru
2708,3184,26957.0,Какие формы обучения самые эффективные / желанные?,тренинги,3.0,практикумы,neutrals,ru,ru
2709,3185,26957.0,Какие формы обучения самые эффективные / желанные?,факультативные проекты,1.0,факультативные проекты,neutrals,ru,ru
2710,3186,26957.0,Какие формы обучения самые эффективные / желанные?,фокус группы.,1.0,фокус группы,neutrals,ru,ru
2711,3187,26957.0,Какие формы обучения самые эффективные / желанные?,форумы,1.0,форумы,neutrals,ru,ru
2712,3188,26985.0,Определите рентабельность производства (1) и рентабельность продаж (2) химического предприятия.,13% рентабельность производ,1.0,13 рентабельность производства,neutrals,ru,ru
2713,3189,26985.0,Определите рентабельность производства (1) и рентабельность продаж (2) химического предприятия.,79% рентабельность продаж,1.0,79 рентабельность продаж,neutrals,ru,ru
2714,3190,26985.0,Определите рентабельность производства (1) и рентабельность продаж (2) химического предприятия.,"ао ""промсинтез"" 1",1.0,акционерное общество промсинтез 1,neutrals,ru,ru
2715,3191,26985.0,Определите рентабельность производства (1) и рентабельность продаж (2) химического предприятия.,"оао ""минудобрения""",1.0,оао минудобрения,neutrals,ru,ru
2716,3192,26985.0,Определите рентабельность производства (1) и рентабельность продаж (2) химического предприятия.,оао «химволокно» 7,1.0,оао химволокно 7,neutrals,ru,ru
2717,3193,26985.0,Определите рентабельность производства (1) и рентабельность продаж (2) химического предприятия.,ооо «альфа»,1.0,ооо альфа,neutrals,ru,ru
2718,3194,26985.0,Определите рентабельность производства (1) и рентабельность продаж (2) химического предприятия.,ооо«гамма» 19.8% и 15.5%,1.0,ооо гамма 19 8 и 15 5,neutrals,ru,ru
2719,3195,26985.0,Определите рентабельность производства (1) и рентабельность продаж (2) химического предприятия.,пао «куйбашевазот»,1.0,пао куйбашевазот,neutrals,ru,ru
2720,3196,26985.0,Определите рентабельность производства (1) и рентабельность продаж (2) химического предприятия.,пао «куйбашевазот» 5,1.0,пао куйбашевазот,neutrals,ru,ru
2721,3197,26985.0,Определите рентабельность производства (1) и рентабельность продаж (2) химического предприятия.,пао «химпром»,1.0,пао химпром,neutrals,ru,ru
2722,3198,26985.0,Определите рентабельность производства (1) и рентабельность продаж (2) химического предприятия.,пао владимирангидрид,1.0,пао владимирангидрид,neutrals,ru,ru
2723,3199,26985.0,Определите рентабельность производства (1) и рентабельность продаж (2) химического предприятия.,"пао нц ""малотоннажная химия""",1.0,пао нц малотоннажная химия,neutrals,ru,ru
2724,3200,26985.0,Определите рентабельность производства (1) и рентабельность продаж (2) химического предприятия.,"пар""сибур холдинг"" 15",1.0,пао сибур холдинг 15,neutrals,ru,ru
2725,3201,26985.0,Определите рентабельность производства (1) и рентабельность продаж (2) химического предприятия.,продаж 8.8,1.0,продаж 9 24,neutrals,ru,ru
2726,3202,26985.0,Определите рентабельность производства (1) и рентабельность продаж (2) химического предприятия.,продаж 9.24,1.0,продаж 9 24,neutrals,ru,ru
2727,3203,26985.0,Определите рентабельность производства (1) и рентабельность продаж (2) химического предприятия.,производства 6.9,1.0,производства 6 9,neutrals,ru,ru
2728,3204,26985.0,Определите рентабельность производства (1) и рентабельность продаж (2) химического предприятия.,рентабельность 11,1.0,рентабельность 11,neutrals,ru,ru
2729,3205,27127.0,Напишите Ваши ассоциации со словом НЕТВОРКИНГ. Сформулируйте каждую Ассоциацию в 1 слово или короткое словосочетание. Вы можете дать 1-3 ассоциации отдельными ответами,relationship,1.0,relationship,neutrals,ru,ru
2730,3206,27127.0,Напишите Ваши ассоциации со словом НЕТВОРКИНГ. Сформулируйте каждую Ассоциацию в 1 слово или короткое словосочетание. Вы можете дать 1-3 ассоциации отдельными ответами,блат,1.0,блат,negatives,ru,ru
2731,3207,27127.0,Напишите Ваши ассоциации со словом НЕТВОРКИНГ. Сформулируйте каждую Ассоциацию в 1 слово или короткое словосочетание. Вы можете дать 1-3 ассоциации отдельными ответами,взаимная выгода,1.0,взаимная выгода,positives,ru,ru
2732,3208,27127.0,Напишите Ваши ассоциации со словом НЕТВОРКИНГ. Сформулируйте каждую Ассоциацию в 1 слово или короткое словосочетание. Вы можете дать 1-3 ассоциации отдельными ответами,взаимодействие,3.0,взаимодействие,neutrals,ru,ru
2733,3209,27127.0,Напишите Ваши ассоциации со словом НЕТВОРКИНГ. Сформулируйте каждую Ассоциацию в 1 слово или короткое словосочетание. Вы можете дать 1-3 ассоциации отдельными ответами,коммуникации,1.0,коммуникация,neutrals,ru,ru
2734,3210,27127.0,Напишите Ваши ассоциации со словом НЕТВОРКИНГ. Сформулируйте каждую Ассоциацию в 1 слово или короткое словосочетание. Вы можете дать 1-3 ассоциации отдельными ответами,коммуникация,2.0,коммуникация,neutrals,ru,ru
2735,3211,27127.0,Напишите Ваши ассоциации со словом НЕТВОРКИНГ. Сформулируйте каждую Ассоциацию в 1 слово или короткое словосочетание. Вы можете дать 1-3 ассоциации отдельными ответами,общение,3.0,коммуникация,neutrals,ru,ru
2736,3212,27127.0,Напишите Ваши ассоциации со словом НЕТВОРКИНГ. Сформулируйте каждую Ассоциацию в 1 слово или короткое словосочетание. Вы можете дать 1-3 ассоциации отдельными ответами,полезные коммуникации,1.0,коммуникация,positives,ru,ru
2737,3213,27127.0,Напишите Ваши ассоциации со словом НЕТВОРКИНГ. Сформулируйте каждую Ассоциацию в 1 слово или короткое словосочетание. Вы можете дать 1-3 ассоциации отдельными ответами,взаимосвязь,1.0,взаимосвязь,neutrals,ru,ru
2738,3214,27127.0,Напишите Ваши ассоциации со словом НЕТВОРКИНГ. Сформулируйте каждую Ассоциацию в 1 слово или короткое словосочетание. Вы можете дать 1-3 ассоциации отдельными ответами,возможность,1.0,возможность,positives,ru,ru
2739,3215,27127.0,Напишите Ваши ассоциации со словом НЕТВОРКИНГ. Сформулируйте каждую Ассоциацию в 1 слово или короткое словосочетание. Вы можете дать 1-3 ассоциации отдельными ответами,знакомства,1.0,знакомства,neutrals,ru,ru
2740,3216,27127.0,Напишите Ваши ассоциации со словом НЕТВОРКИНГ. Сформулируйте каждую Ассоциацию в 1 слово или короткое словосочетание. Вы можете дать 1-3 ассоциации отдельными ответами,полезное знакомство,1.0,знакомства,positives,ru,ru
2741,3217,27127.0,Напишите Ваши ассоциации со словом НЕТВОРКИНГ. Сформулируйте каждую Ассоциацию в 1 слово или короткое словосочетание. Вы можете дать 1-3 ассоциации отдельными ответами,полезные контакты,1.0,связи,positives,ru,ru
2742,3218,27127.0,Напишите Ваши ассоциации со словом НЕТВОРКИНГ. Сформулируйте каждую Ассоциацию в 1 слово или короткое словосочетание. Вы можете дать 1-3 ассоциации отдельными ответами,связи,3.0,связи,neutrals,ru,ru
2743,3219,27127.0,Напишите Ваши ассоциации со словом НЕТВОРКИНГ. Сформулируйте каждую Ассоциацию в 1 слово или короткое словосочетание. Вы можете дать 1-3 ассоциации отдельными ответами,связь,1.0,связи,neutrals,ru,ru
2744,3220,27127.0,Напишите Ваши ассоциации со словом НЕТВОРКИНГ. Сформулируйте каждую Ассоциацию в 1 слово или короткое словосочетание. Вы можете дать 1-3 ассоциации отдельными ответами,инновации,1.0,инновации,positives,ru,ru
2745,3221,27127.0,Напишите Ваши ассоциации со словом НЕТВОРКИНГ. Сформулируйте каждую Ассоциацию в 1 слово или короткое словосочетание. Вы можете дать 1-3 ассоциации отдельными ответами,команда,2.0,команда,neutrals,ru,ru
2746,3222,27127.0,Напишите Ваши ассоциации со словом НЕТВОРКИНГ. Сформулируйте каждую Ассоциацию в 1 слово или короткое словосочетание. Вы можете дать 1-3 ассоциации отдельными ответами,люди,3.0,люди,neutrals,ru,ru
2747,3223,27127.0,Напишите Ваши ассоциации со словом НЕТВОРКИНГ. Сформулируйте каждую Ассоциацию в 1 слово или короткое словосочетание. Вы можете дать 1-3 ассоциации отдельными ответами,коммуникационная польза,1.0,полезные коммуникации,positives,ru,ru
2748,3224,27127.0,Напишите Ваши ассоциации со словом НЕТВОРКИНГ. Сформулируйте каждую Ассоциацию в 1 слово или короткое словосочетание. Вы можете дать 1-3 ассоциации отдельными ответами,организм,1.0,организм,neutrals,ru,ru
2749,3225,27127.0,Напишите Ваши ассоциации со словом НЕТВОРКИНГ. Сформулируйте каждую Ассоциацию в 1 слово или короткое словосочетание. Вы можете дать 1-3 ассоциации отдельными ответами,познание,1.0,познание,neutrals,ru,ru
2750,3226,27127.0,Напишите Ваши ассоциации со словом НЕТВОРКИНГ. Сформулируйте каждую Ассоциацию в 1 слово или короткое словосочетание. Вы можете дать 1-3 ассоциации отдельными ответами,польза,2.0,польза,positives,ru,ru
2751,3227,27127.0,Напишите Ваши ассоциации со словом НЕТВОРКИНГ. Сформулируйте каждую Ассоциацию в 1 слово или короткое словосочетание. Вы можете дать 1-3 ассоциации отдельными ответами,понимание,1.0,понимание,positives,ru,ru
2752,3228,27127.0,Напишите Ваши ассоциации со словом НЕТВОРКИНГ. Сформулируйте каждую Ассоциацию в 1 слово или короткое словосочетание. Вы можете дать 1-3 ассоциации отдельными ответами,продуктивная деятельность,1.0,продуктивная деятельность,positives,ru,ru
2753,3229,27127.0,Напишите Ваши ассоциации со словом НЕТВОРКИНГ. Сформулируйте каждую Ассоциацию в 1 слово или короткое словосочетание. Вы можете дать 1-3 ассоциации отдельными ответами,работа,2.0,работа,neutrals,ru,ru
2754,3230,27127.0,Напишите Ваши ассоциации со словом НЕТВОРКИНГ. Сформулируйте каждую Ассоциацию в 1 слово или короткое словосочетание. Вы можете дать 1-3 ассоциации отдельными ответами,работа вне,1.0,работа,neutrals,ru,ru
2755,3231,27127.0,Напишите Ваши ассоциации со словом НЕТВОРКИНГ. Сформулируйте каждую Ассоциацию в 1 слово или короткое словосочетание. Вы можете дать 1-3 ассоциации отдельными ответами,развитие,1.0,рост,positives,ru,ru
2756,3232,27127.0,Напишите Ваши ассоциации со словом НЕТВОРКИНГ. Сформулируйте каждую Ассоциацию в 1 слово или короткое словосочетание. Вы можете дать 1-3 ассоциации отдельными ответами,рост,1.0,рост,positives,ru,ru
2757,3233,27127.0,Напишите Ваши ассоциации со словом НЕТВОРКИНГ. Сформулируйте каждую Ассоциацию в 1 слово или короткое словосочетание. Вы можете дать 1-3 ассоциации отдельными ответами,раскрытие личности,1.0,раскрытие личности,neutrals,ru,ru
2758,3234,27127.0,Напишите Ваши ассоциации со словом НЕТВОРКИНГ. Сформулируйте каждую Ассоциацию в 1 слово или короткое словосочетание. Вы можете дать 1-3 ассоциации отдельными ответами,расчет,1.0,расчет,neutrals,ru,ru
2759,3235,27127.0,Напишите Ваши ассоциации со словом НЕТВОРКИНГ. Сформулируйте каждую Ассоциацию в 1 слово или короткое словосочетание. Вы можете дать 1-3 ассоциации отдельными ответами,решала,1.0,решала,neutrals,ru,ru
2760,3236,27127.0,Напишите Ваши ассоциации со словом НЕТВОРКИНГ. Сформулируйте каждую Ассоциацию в 1 слово или короткое словосочетание. Вы можете дать 1-3 ассоциации отдельными ответами,сеть,3.0,сеть,neutrals,ru,ru
2761,3237,27127.0,Напишите Ваши ассоциации со словом НЕТВОРКИНГ. Сформулируйте каждую Ассоциацию в 1 слово или короткое словосочетание. Вы можете дать 1-3 ассоциации отдельными ответами,синергия,1.0,синергия,positives,ru,ru
2762,3238,27127.0,Напишите Ваши ассоциации со словом НЕТВОРКИНГ. Сформулируйте каждую Ассоциацию в 1 слово или короткое словосочетание. Вы можете дать 1-3 ассоциации отдельными ответами,социальная сеть,1.0,социальная сеть,neutrals,ru,ru
2763,3239,27127.0,Напишите Ваши ассоциации со словом НЕТВОРКИНГ. Сформулируйте каждую Ассоциацию в 1 слово или короткое словосочетание. Вы можете дать 1-3 ассоциации отдельными ответами,успех,1.0,успех,positives,ru,ru
2764,3240,27128.0,Что было полезно за день?,1. информационность,1.0,1 информационность,positives,ru,ru
2765,3241,27128.0,Что было полезно за день?,анна ильина,1.0,анна ильина,neutrals,ru,ru
2766,3242,27128.0,Что было полезно за день?,выступление анны ильиной!,1.0,анна ильина,neutrals,ru,ru
2767,3243,27128.0,Что было полезно за день?,знакомство с анной ильиной,1.0,анна ильина,neutrals,ru,ru
2768,3244,27128.0,Что было полезно за день?,ильина,1.0,анна ильина,neutrals,ru,ru
2769,3245,27128.0,Что было полезно за день?,лекция ильиной,1.0,анна ильина,neutrals,ru,ru
2770,3246,27128.0,Что было полезно за день?,возможность обсудить проблемы,1.0,возможность обсудить проблемы,positives,ru,ru
2771,3247,27128.0,Что было полезно за день?,обсуждение ошибок протокола,1.0,ошибки протокола,neutrals,ru,ru
2772,3248,27128.0,Что было полезно за день?,ошибки протокола,1.0,ошибки протокола,neutrals,ru,ru
2773,3249,27128.0,Что было полезно за день?,разбор ошибок,2.0,разбор ошибок,neutrals,ru,ru
2774,3250,27128.0,Что было полезно за день?,все лекции приглашеных спикеро,1.0,доклады,neutrals,ru,ru
2775,3251,27128.0,Что было полезно за день?,докладчики,1.0,спикеры,neutrals,ru,ru
2776,3252,27128.0,Что было полезно за день?,доклады,1.0,доклады,neutrals,ru,ru
2777,3253,27128.0,Что было полезно за день?,опыт спикеров.,1.0,спикеры,neutrals,ru,ru
2778,3254,27128.0,Что было полезно за день?,профессиональные спикеры,2.0,спикеры,positives,ru,ru
2779,3255,27128.0,Что было полезно за день?,спикеры,2.0,спикеры,neutrals,ru,ru
2780,3256,27128.0,Что было полезно за день?,знакомства,1.0,знакомства,neutrals,ru,ru
2781,3257,27128.0,Что было полезно за день?,нетворкинг,1.0,окружение специалистов определенной сферы,positives,ru,ru
2782,3258,27128.0,Что было полезно за день?,новые контакты,1.0,знакомства,neutrals,ru,ru
2783,3259,27128.0,Что было полезно за день?,интересная информация,1.0,много интересной информации,positives,ru,ru
2784,3260,27128.0,Что было полезно за день?,кладезь полезной информации,1.0,много полезной информации,positives,ru,ru
2785,3261,27128.0,Что было полезно за день?,много интересной информации.,1.0,много интересной информации,positives,ru,ru
2786,3262,27128.0,Что было полезно за день?,много полезной информации,1.0,много полезной информации,positives,ru,ru
2787,3263,27128.0,Что было полезно за день?,личное общение,1.0,общение,positives,ru,ru
2788,3264,27128.0,Что было полезно за день?,много информации об ошибках,1.0,много информации об ошибках,neutrals,ru,ru
2789,3265,27128.0,Что было полезно за день?,обмен мнениями,2.0,обмен мнениями,neutrals,ru,ru
2790,3266,27128.0,Что было полезно за день?,обмен опытом,1.0,обмен опытом,positives,ru,ru
2791,3267,27128.0,Что было полезно за день?,общение с практиками,1.0,общение с практиками,neutrals,ru,ru
2792,3268,27128.0,Что было полезно за день?,общение,1.0,общение,neutrals,ru,ru
2793,3269,27128.0,Что было полезно за день?,опыт общения,1.0,общение,positives,ru,ru
2794,3270,27128.0,Что было полезно за день?,поесть,1.0,поесть,neutrals,ru,ru
2795,3271,27128.0,Что было полезно за день?,потрясающие примеры из жизни,1.0,практические примеры,positives,ru,ru
2796,3272,27128.0,Что было полезно за день?,практические примеры,1.0,практические примеры,neutrals,ru,ru
2797,3273,27128.0,Что было полезно за день?,примеры,1.0,практические примеры,neutrals,ru,ru
2798,3274,27128.0,Что было полезно за день?,примеры как не должно быть,1.0,примеры ошибок,neutrals,ru,ru
2799,3275,27128.0,Что было полезно за день?,примеры ошибок,1.0,примеры ошибок,neutrals,ru,ru
2800,3276,27128.0,Что было полезно за день?,работа в группах,2.0,работа в группах,neutrals,ru,ru
2801,3277,27128.0,Что было полезно за день?,список литературы,1.0,список литературы,neutrals,ru,ru
2802,3278,27128.0,Что было полезно за день?,формализация структур.,1.0,формализация структур,neutrals,ru,ru
2803,3306,27132.0,Теперь вы лучше знаете свою команду. Ваши впечатления? Одним-двумя словами,активные,2.0,активные,positives,ru,ru
2804,3307,27132.0,Теперь вы лучше знаете свою команду. Ваши впечатления? Одним-двумя словами,в шоке от разносторонности люд,1.0,разносторонние,positives,ru,ru
2805,3308,27132.0,Теперь вы лучше знаете свою команду. Ваши впечатления? Одним-двумя словами,разнообразие,1.0,разнообразие,positives,ru,ru
2806,3309,27132.0,Теперь вы лучше знаете свою команду. Ваши впечатления? Одним-двумя словами,разнообразие интересов,1.0,разносторонние,positives,ru,ru
2807,3310,27132.0,Теперь вы лучше знаете свою команду. Ваши впечатления? Одним-двумя словами,разносторонние,5.0,разносторонние,positives,ru,ru
2808,3311,27132.0,Теперь вы лучше знаете свою команду. Ваши впечатления? Одним-двумя словами,разносторонняя,2.0,разносторонние,positives,ru,ru
2809,3312,27132.0,Теперь вы лучше знаете свою команду. Ваши впечатления? Одним-двумя словами,разные и крутые!,1.0,разнообразие,positives,ru,ru
2810,3313,27132.0,Теперь вы лучше знаете свою команду. Ваши впечатления? Одним-двумя словами,восторг,1.0,супер,positives,ru,ru
2811,3314,27132.0,Теперь вы лучше знаете свою команду. Ваши впечатления? Одним-двумя словами,все очень разные но интересные,1.0,интересные,positives,ru,ru
2812,3315,27132.0,Теперь вы лучше знаете свою команду. Ваши впечатления? Одним-двумя словами,разносторонние интересные люди,1.0,разносторонние,positives,ru,ru
2813,3316,27132.0,Теперь вы лучше знаете свою команду. Ваши впечатления? Одним-двумя словами,дружные,1.0,дружные,positives,ru,ru
2814,3317,27132.0,Теперь вы лучше знаете свою команду. Ваши впечатления? Одним-двумя словами,единый коллектив,1.0,дружные,positives,ru,ru
