,index,in_id,query,answers_text,answers_count,langdetect,langid
10938,13170,23097.0,"Напишите свою ассоциацию со словом ""бюрократ""",непонимающий,2.0,ru,ru
10939,13171,23097.0,"Напишите свою ассоциацию со словом ""бюрократ""",неприятный,1.0,ru,ru
10940,13172,23097.0,"Напишите свою ассоциацию со словом ""бюрократ""",нервы,3.0,ru,ru
10941,13173,23097.0,"Напишите свою ассоциацию со словом ""бюрократ""",несносный,1.0,ru,ru
10942,13174,23097.0,"Напишите свою ассоциацию со словом ""бюрократ""",несознательный гражданин,1.0,ru,ru
10943,13175,23097.0,"Напишите свою ассоциацию со словом ""бюрократ""",нет системного мышления,1.0,ru,ru
10944,13176,23097.0,"Напишите свою ассоциацию со словом ""бюрократ""",неуважение,1.0,ru,ru
10945,13177,23097.0,"Напишите свою ассоциацию со словом ""бюрократ""",нецелесообразность,1.0,ru,ru
10946,13178,23097.0,"Напишите свою ассоциацию со словом ""бюрократ""",нецелесообразный,1.0,ru,ru
10947,13179,23097.0,"Напишите свою ассоциацию со словом ""бюрократ""",неуступчивый,1.0,ru,ru
10948,13180,23097.0,"Напишите свою ассоциацию со словом ""бюрократ""",нужно менять подход,1.0,ru,ru
10949,13181,23097.0,"Напишите свою ассоциацию со словом ""бюрократ""",обломов,1.0,ru,ru
10950,13182,23097.0,"Напишите свою ассоциацию со словом ""бюрократ""",обманщик,3.0,ru,ru
10951,13183,23097.0,"Напишите свою ассоциацию со словом ""бюрократ""",обременяющий,1.0,ru,ru
10952,13184,23097.0,"Напишите свою ассоциацию со словом ""бюрократ""",обслуживание системы,1.0,ru,ru
10953,13185,23097.0,"Напишите свою ассоциацию со словом ""бюрократ""",обтекатель,1.0,ru,ru
10954,13186,23097.0,"Напишите свою ассоциацию со словом ""бюрократ""",отмазчик,1.0,ru,ru
10955,13187,23097.0,"Напишите свою ассоциацию со словом ""бюрократ""",отрицало,1.0,ru,ru
10956,13188,23097.0,"Напишите свою ассоциацию со словом ""бюрократ""",общество,1.0,ru,ru
10957,13189,23097.0,"Напишите свою ассоциацию со словом ""бюрократ""",ограничения,1.0,ru,ru
10958,13190,23097.0,"Напишите свою ассоциацию со словом ""бюрократ""",ограниченный,2.0,ru,ru
10959,13191,23097.0,"Напишите свою ассоциацию со словом ""бюрократ""",ограничительный,1.0,ru,ru
10960,13192,23097.0,"Напишите свою ассоциацию со словом ""бюрократ""",одо,1.0,ru,ru
10961,13193,23097.0,"Напишите свою ассоциацию со словом ""бюрократ""",ожидание,2.0,ru,ru
10962,13194,23097.0,"Напишите свою ассоциацию со словом ""бюрократ""",организованный,1.0,ru,ru
10963,13195,23097.0,"Напишите свою ассоциацию со словом ""бюрократ""",порядок,7.0,ru,ru
10964,13196,23097.0,"Напишите свою ассоциацию со словом ""бюрократ""",ответственность,1.0,ru,ru
10965,13197,23097.0,"Напишите свою ассоциацию со словом ""бюрократ""",ответственный,1.0,ru,ru
10966,13198,23097.0,"Напишите свою ассоциацию со словом ""бюрократ""",отлагательство,1.0,ru,ru
10967,13199,23097.0,"Напишите свою ассоциацию со словом ""бюрократ""",отсрочка выполнения задачи,1.0,ru,ru
10968,13200,23097.0,"Напишите свою ассоциацию со словом ""бюрократ""",прокрастинатор,2.0,ru,ru
10969,13201,23097.0,"Напишите свою ассоциацию со словом ""бюрократ""",отщепенец,1.0,ru,ru
10970,13202,23097.0,"Напишите свою ассоциацию со словом ""бюрократ""",офис,1.0,ru,ru
10971,13203,23097.0,"Напишите свою ассоциацию со словом ""бюрократ""",офисный планктон,1.0,ru,ru
10972,13204,23097.0,"Напишите свою ассоциацию со словом ""бюрократ""",офисный работник,2.0,ru,ru
10973,13205,23097.0,"Напишите свою ассоциацию со словом ""бюрократ""",официал,1.0,ru,ru
10974,13206,23097.0,"Напишите свою ассоциацию со словом ""бюрократ""",оформление,2.0,ru,ru
10975,13207,23097.0,"Напишите свою ассоциацию со словом ""бюрократ""",оформл,1.0,ru,ru
10976,13208,23097.0,"Напишите свою ассоциацию со словом ""бюрократ""",очередь,1.0,ru,ru
10977,13209,23097.0,"Напишите свою ассоциацию со словом ""бюрократ""",парадокс,1.0,ru,ru
10978,13210,23097.0,"Напишите свою ассоциацию со словом ""бюрократ""",паспортный стол,1.0,ru,ru
10979,13211,23097.0,"Напишите свою ассоциацию со словом ""бюрократ""",паук,2.0,ru,ru
10980,13212,23097.0,"Напишите свою ассоциацию со словом ""бюрократ""",тенётник,1.0,ru,ru
10981,13213,23097.0,"Напишите свою ассоциацию со словом ""бюрократ""",тенето,1.0,ru,ru
10982,13214,23097.0,"Напишите свою ассоциацию со словом ""бюрократ""",пенсионер,1.0,ru,ru
10983,13215,23097.0,"Напишите свою ассоциацию со словом ""бюрократ""",старость,1.0,ru,ru
10984,13216,23097.0,"Напишите свою ассоциацию со словом ""бюрократ""",перекидывание отвественности,1.0,ru,ru
10985,13217,23097.0,"Напишите свою ассоциацию со словом ""бюрократ""",переоформление орд,1.0,ru,ru
10986,13218,23097.0,"Напишите свою ассоциацию со словом ""бюрократ""",перепоручить порученное,1.0,ru,ru
10987,13219,23097.0,"Напишите свою ассоциацию со словом ""бюрократ""",перепроизводство,3.0,ru,ru
10988,13220,23097.0,"Напишите свою ассоциацию со словом ""бюрократ""",перерыв,1.0,ru,ru
10989,13221,23097.0,"Напишите свою ассоциацию со словом ""бюрократ""",перестраховка,1.0,ru,ru
10990,13222,23097.0,"Напишите свою ассоциацию со словом ""бюрократ""",перестраховщик,12.0,ru,ru
10991,13223,23097.0,"Напишите свою ассоциацию со словом ""бюрократ""",перестраховщик.,1.0,ru,ru
10992,13224,23097.0,"Напишите свою ассоциацию со словом ""бюрократ""",перестраховываемость,1.0,ru,ru
10993,13225,23097.0,"Напишите свою ассоциацию со словом ""бюрократ""",подстаховщих безответственный,1.0,ru,ru
10994,13226,23097.0,"Напишите свою ассоциацию со словом ""бюрократ""",подстраховщик,1.0,ru,ru
10995,13227,23097.0,"Напишите свою ассоциацию со словом ""бюрократ""",попоприкрыватель,1.0,ru,ru
10996,13228,23097.0,"Напишите свою ассоциацию со словом ""бюрократ""",прикрытие 5й точки,1.0,ru,ru
10997,13229,23097.0,"Напишите свою ассоциацию со словом ""бюрократ""",сторонник безопасного подхода,1.0,ru,ru
10998,13230,23097.0,"Напишите свою ассоциацию со словом ""бюрократ""",печать и подпись,1.0,ru,ru
10999,13231,23097.0,"Напишите свою ассоциацию со словом ""бюрократ""",подписи,2.0,ru,ru
11000,13232,23097.0,"Напишите свою ассоциацию со словом ""бюрократ""",подпись,5.0,ru,ru
11001,13233,23097.0,"Напишите свою ассоциацию со словом ""бюрократ""",пирамида,1.0,ru,ru
11002,13234,23097.0,"Напишите свою ассоциацию со словом ""бюрократ""",писарь,1.0,ru,ru
11003,13235,23097.0,"Напишите свою ассоциацию со словом ""бюрократ""",писатель,2.0,ru,ru
11004,13236,23097.0,"Напишите свою ассоциацию со словом ""бюрократ""",писать,1.0,ru,ru
11005,13237,23097.0,"Напишите свою ассоциацию со словом ""бюрократ""",письмоводитель,2.0,ru,ru
11006,13238,23097.0,"Напишите свою ассоциацию со словом ""бюрократ""",план,1.0,ru,ru
11007,13239,23097.0,"Напишите свою ассоциацию со словом ""бюрократ""",плохой управленец,1.0,ru,ru
11008,13240,23097.0,"Напишите свою ассоциацию со словом ""бюрократ""",подножка,1.0,ru,ru
11009,13241,23097.0,"Напишите свою ассоциацию со словом ""бюрократ""",подчинение,1.0,ru,ru
11010,13242,23097.0,"Напишите свою ассоциацию со словом ""бюрократ""",политик,5.0,ru,ru
11011,13243,23097.0,"Напишите свою ассоциацию со словом ""бюрократ""",политика,3.0,ru,ru
11012,13244,23097.0,"Напишите свою ассоциацию со словом ""бюрократ""",помогатель,1.0,ru,ru
11013,13245,23097.0,"Напишите свою ассоциацию со словом ""бюрократ""",попрошайка,1.0,ru,ru
11014,13246,23097.0,"Напишите свою ассоциацию со словом ""бюрократ""",потери,8.0,ru,ru
11015,13247,23097.0,"Напишите свою ассоциацию со словом ""бюрократ""",потеря,5.0,ru,ru
11016,13248,23097.0,"Напишите свою ассоциацию со словом ""бюрократ""",пофигист,1.0,ru,ru
11017,13249,23097.0,"Напишите свою ассоциацию со словом ""бюрократ""",преувеличивающий,1.0,ru,ru
11018,13250,23097.0,"Напишите свою ассоциацию со словом ""бюрократ""",привилегия,1.0,ru,ru
11019,13251,23097.0,"Напишите свою ассоциацию со словом ""бюрократ""",принципиальность,1.0,ru,ru
11020,13252,23097.0,"Напишите свою ассоциацию со словом ""бюрократ""",принципиальный,3.0,ru,ru
11021,13253,23097.0,"Напишите свою ассоциацию со словом ""бюрократ""",принципиальный управленец,1.0,ru,ru
11022,13254,23097.0,"Напишите свою ассоциацию со словом ""бюрократ""",приспособленец,1.0,ru,ru
11023,13255,23097.0,"Напишите свою ассоциацию со словом ""бюрократ""",проблемность,1.0,ru,ru
11024,13256,23097.0,"Напишите свою ассоциацию со словом ""бюрократ""",проблемы,1.0,ru,ru
11025,13257,23097.0,"Напишите свою ассоциацию со словом ""бюрократ""",прозасидавшийся,1.0,ru,ru
11026,13258,23097.0,"Напишите свою ассоциацию со словом ""бюрократ""",произвол,1.0,ru,ru
11027,13259,23097.0,"Напишите свою ассоциацию со словом ""бюрократ""",промин,1.0,ru,ru
11028,13260,23097.0,"Напишите свою ассоциацию со словом ""бюрократ""",противник,1.0,ru,ru
11029,13261,23097.0,"Напишите свою ассоциацию со словом ""бюрократ""",противодействие,1.0,ru,ru
11030,13262,23097.0,"Напишите свою ассоциацию со словом ""бюрократ""",противоречивый,1.0,ru,ru
11031,13263,23097.0,"Напишите свою ассоциацию со словом ""бюрократ""",протокол,2.0,ru,ru
11032,13264,23097.0,"Напишите свою ассоциацию со словом ""бюрократ""",профессионал,1.0,ru,ru
11033,13265,23097.0,"Напишите свою ассоциацию со словом ""бюрократ""",птошник,1.0,ru,ru
11034,13266,23097.0,"Напишите свою ассоциацию со словом ""бюрократ""",пустодел,1.0,ru,ru
11035,13267,23097.0,"Напишите свою ассоциацию со словом ""бюрократ""",пустота,1.0,ru,ru
11036,13268,23097.0,"Напишите свою ассоциацию со словом ""бюрократ""",работа,2.0,ru,ru
11037,13269,23097.0,"Напишите свою ассоциацию со словом ""бюрократ""",работа ради работы,3.0,ru,ru
11038,13270,23097.0,"Напишите свою ассоциацию со словом ""бюрократ""",работник центрального аппарата,1.0,ru,ru
11039,13271,23097.0,"Напишите свою ассоциацию со словом ""бюрократ""",работничег,1.0,ru,ru
11040,13272,23097.0,"Напишите свою ассоциацию со словом ""бюрократ""",раздражающий,1.0,ru,ru
11041,13273,23097.0,"Напишите свою ассоциацию со словом ""бюрократ""",раздражение,5.0,ru,ru
11042,13274,23097.0,"Напишите свою ассоциацию со словом ""бюрократ""",раковая опухоль,1.0,ru,ru
11043,13275,23097.0,"Напишите свою ассоциацию со словом ""бюрократ""",рамки,1.0,ru,ru
11044,13276,23097.0,"Напишите свою ассоциацию со словом ""бюрократ""",резиновый.,1.0,ru,ru
11045,13277,23097.0,"Напишите свою ассоциацию со словом ""бюрократ""",резинщик,2.0,ru,ru
11046,13278,23097.0,"Напишите свою ассоциацию со словом ""бюрократ""",решение,1.0,ru,ru
11047,13279,23097.0,"Напишите свою ассоциацию со словом ""бюрократ""",робот,1.0,ru,ru
11048,13280,23097.0,"Напишите свою ассоциацию со словом ""бюрократ""",рутина,4.0,ru,ru
11049,13281,23097.0,"Напишите свою ассоциацию со словом ""бюрократ""",саботаж,2.0,ru,ru
11050,13282,23097.0,"Напишите свою ассоциацию со словом ""бюрократ""",саботажник,3.0,ru,ru
11051,13283,23097.0,"Напишите свою ассоциацию со словом ""бюрократ""",самодур,1.0,ru,ru
11052,13284,23097.0,"Напишите свою ассоциацию со словом ""бюрократ""",сги,2.0,ru,ru
11053,13285,23097.0,"Напишите свою ассоциацию со словом ""бюрократ""",секретарь,1.0,ru,ru
11054,13286,23097.0,"Напишите свою ассоциацию со словом ""бюрократ""",серый,1.0,ru,ru
11055,13287,23097.0,"Напишите свою ассоциацию со словом ""бюрократ""",сила,1.0,ru,ru
11056,13288,23097.0,"Напишите свою ассоциацию со словом ""бюрократ""",система,4.0,ru,ru
11057,13289,23097.0,"Напишите свою ассоциацию со словом ""бюрократ""",система управления,3.0,ru,ru
11058,13290,23097.0,"Напишите свою ассоциацию со словом ""бюрократ""",систематизация,1.0,ru,ru
11059,13291,23097.0,"Напишите свою ассоциацию со словом ""бюрократ""",системность,2.0,ru,ru
11060,13292,23097.0,"Напишите свою ассоциацию со словом ""бюрократ""",системщик,1.0,ru,ru
11061,13293,23097.0,"Напишите свою ассоциацию со словом ""бюрократ""",структура,2.0,ru,ru
11062,13294,23097.0,"Напишите свою ассоциацию со словом ""бюрократ""",скучный,1.0,ru,ru
11063,13295,23097.0,"Напишите свою ассоциацию со словом ""бюрократ""",словоблуд,2.0,ru,ru
11064,13296,23097.0,"Напишите свою ассоциацию со словом ""бюрократ""",сложность,6.0,ru,ru
11065,13297,23097.0,"Напишите свою ассоциацию со словом ""бюрократ""",сложный,2.0,ru,ru
11066,13298,23097.0,"Напишите свою ассоциацию со словом ""бюрократ""",трудное взаимодействие,1.0,ru,ru
11067,13299,23097.0,"Напишите свою ассоциацию со словом ""бюрократ""",трудный,1.0,ru,ru
11068,13300,23097.0,"Напишите свою ассоциацию со словом ""бюрократ""",тяжёлый,1.0,ru,ru
11069,13301,23097.0,"Напишите свою ассоциацию со словом ""бюрократ""",служащий,1.0,ru,ru
11070,13302,23097.0,"Напишите свою ассоциацию со словом ""бюрократ""",служебочник,1.0,ru,ru
11071,13303,23097.0,"Напишите свою ассоциацию со словом ""бюрократ""",службист,8.0,ru,ru
11072,13304,23097.0,"Напишите свою ассоциацию со словом ""бюрократ""",служебка,1.0,ru,ru
11073,13305,23097.0,"Напишите свою ассоциацию со словом ""бюрократ""",человек служебка,1.0,ru,ru
11074,13306,23097.0,"Напишите свою ассоциацию со словом ""бюрократ""",собака на сене,1.0,ru,ru
11075,13307,23097.0,"Напишите свою ассоциацию со словом ""бюрократ""",совещания,1.0,ru,ru
11076,13308,23097.0,"Напишите свою ассоциацию со словом ""бюрократ""",совок,1.0,ru,ru
11077,13309,23097.0,"Напишите свою ассоциацию со словом ""бюрократ""",соответствие превыше ценности,1.0,ru,ru
11078,13310,23097.0,"Напишите свою ассоциацию со словом ""бюрократ""",сотрудник росатома,1.0,ru,ru
11079,13311,23097.0,"Напишите свою ассоциацию со словом ""бюрократ""",сперва служебная потом работа,1.0,ru,ru
11080,13312,23097.0,"Напишите свою ассоциацию со словом ""бюрократ""",спертость,1.0,ru,ru
11081,13313,23097.0,"Напишите свою ассоциацию со словом ""бюрократ""",спрут,1.0,ru,ru
11082,13314,23097.0,"Напишите свою ассоциацию со словом ""бюрократ""",сразунеподписывающий,1.0,ru,ru
11083,13315,23097.0,"Напишите свою ассоциацию со словом ""бюрократ""",срок,1.0,ru,ru
11084,13316,23097.0,"Напишите свою ассоциацию со словом ""бюрократ""",сроки,1.0,ru,ru
11085,13317,23097.0,"Напишите свою ассоциацию со словом ""бюрократ""",стабильный,1.0,ru,ru
11086,13318,23097.0,"Напишите свою ассоциацию со словом ""бюрократ""",стандарт,1.0,ru,ru
11087,13319,23097.0,"Напишите свою ассоциацию со словом ""бюрократ""",стандартизация,1.0,ru,ru
11088,13320,23097.0,"Напишите свою ассоциацию со словом ""бюрократ""",стена,1.0,ru,ru
11089,13321,23097.0,"Напишите свою ассоциацию со словом ""бюрократ""",стиль жизни,1.0,ru,ru
11090,13322,23097.0,"Напишите свою ассоциацию со словом ""бюрократ""",стол,1.0,ru,ru
11091,13323,23097.0,"Напишите свою ассоциацию со словом ""бюрократ""",столодержатель,3.0,ru,ru
11092,13324,23097.0,"Напишите свою ассоциацию со словом ""бюрократ""",страх,3.0,ru,ru
11093,13325,23097.0,"Напишите свою ассоциацию со словом ""бюрократ""",трус,3.0,ru,ru
11094,13326,23097.0,"Напишите свою ассоциацию со словом ""бюрократ""",трусость,1.0,ru,ru
11095,13327,23097.0,"Напишите свою ассоциацию со словом ""бюрократ""",трусишка,1.0,ru,ru
11096,13328,23097.0,"Напишите свою ассоциацию со словом ""бюрократ""",суета,2.0,ru,ru
11097,13329,23097.0,"Напишите свою ассоциацию со словом ""бюрократ""",тугодум,2.0,ru,ru
11098,13330,23097.0,"Напишите свою ассоциацию со словом ""бюрократ""",существование,1.0,ru,ru
11099,13331,23097.0,"Напишите свою ассоциацию со словом ""бюрократ""",тщетный,1.0,ru,ru
11100,13332,23097.0,"Напишите свою ассоциацию со словом ""бюрократ""",табличка,1.0,ru,ru
11101,13333,23097.0,"Напишите свою ассоциацию со словом ""бюрократ""",удовлетворение своих желаний,1.0,ru,ru
11102,13334,23097.0,"Напишите свою ассоциацию со словом ""бюрократ""",типичный,1.0,ru,ru
11103,13335,23097.0,"Напишите свою ассоциацию со словом ""бюрократ""",узколобость,1.0,ru,ru
11104,13336,23097.0,"Напишите свою ассоциацию со словом ""бюрократ""",узколобый,1.0,ru,ru
11105,13337,23097.0,"Напишите свою ассоциацию со словом ""бюрократ""",тиран,1.0,ru,ru
11106,13338,23097.0,"Напишите свою ассоциацию со словом ""бюрократ""",узп,1.0,ru,ru
11107,13339,23097.0,"Напишите свою ассоциацию со словом ""бюрократ""",товарищ дынин (из фильма),1.0,ru,ru
11108,13340,23097.0,"Напишите свою ассоциацию со словом ""бюрократ""",уклонист,1.0,ru,ru
11109,13341,23097.0,"Напишите свою ассоциацию со словом ""бюрократ""",толстолобый,1.0,ru,ru
11110,13342,23097.0,"Напишите свою ассоциацию со словом ""бюрократ""",умник,1.0,ru,ru
11111,13343,23097.0,"Напишите свою ассоциацию со словом ""бюрократ""",топ-менеджмент,1.0,ru,ru
11112,13344,23097.0,"Напишите свою ассоциацию со словом ""бюрократ""",усложнение,10.0,ru,ru
11113,13345,23097.0,"Напишите свою ассоциацию со словом ""бюрократ""",усложнение своей работы и друг,1.0,ru,ru
11114,13346,23097.0,"Напишите свою ассоциацию со словом ""бюрократ""",усложнитель,4.0,ru,ru
11115,13347,23097.0,"Напишите свою ассоциацию со словом ""бюрократ""",усложняющий,3.0,ru,ru
11116,13348,23097.0,"Напишите свою ассоциацию со словом ""бюрократ""",усложняющий простые процессы,1.0,ru,ru
11117,13349,23097.0,"Напишите свою ассоциацию со словом ""бюрократ""",человек усложняющий всем жизнь,1.0,ru,ru
11118,13350,23097.0,"Напишите свою ассоциацию со словом ""бюрократ""",трудозатратный,1.0,ru,ru
11119,13351,23097.0,"Напишите свою ассоциацию со словом ""бюрократ""",трудозатраты,1.0,ru,ru
11120,13352,23097.0,"Напишите свою ассоциацию со словом ""бюрократ""",усталость,1.0,ru,ru
11121,13353,23097.0,"Напишите свою ассоциацию со словом ""бюрократ""",утомительный,2.0,ru,ru
11122,13354,23097.0,"Напишите свою ассоциацию со словом ""бюрократ""",чрезмерные трудозатраты,1.0,ru,ru
11123,13355,23097.0,"Напишите свою ассоциацию со словом ""бюрократ""",энергозатратность,1.0,ru,ru
11124,13356,23097.0,"Напишите свою ассоциацию со словом ""бюрократ""",утопия,1.0,ru,ru
11125,13357,23097.0,"Напишите свою ассоциацию со словом ""бюрократ""",утративший цель,1.0,ru,ru
11126,13358,23097.0,"Напишите свою ассоциацию со словом ""бюрократ""",ущерб,1.0,ru,ru
11127,13359,23097.0,"Напишите свою ассоциацию со словом ""бюрократ""",ущерб дела,1.0,ru,ru
11128,13360,23097.0,"Напишите свою ассоциацию со словом ""бюрократ""",фаервол,1.0,ru,ru
11129,13361,23097.0,"Напишите свою ассоциацию со словом ""бюрократ""",фарфуркис - сказка о тройке,1.0,ru,ru
11130,13362,23097.0,"Напишите свою ассоциацию со словом ""бюрократ""",фильтр,1.0,ru,ru
11131,13363,23097.0,"Напишите свою ассоциацию со словом ""бюрократ""",функция,1.0,ru,ru
11132,13364,23097.0,"Напишите свою ассоциацию со словом ""бюрократ""",функционер,3.0,ru,ru
11133,13365,23097.0,"Напишите свою ассоциацию со словом ""бюрократ""",футболист,1.0,ru,ru
11134,13366,23097.0,"Напишите свою ассоциацию со словом ""бюрократ""",ханжество,1.0,ru,ru
11135,13367,23097.0,"Напишите свою ассоциацию со словом ""бюрократ""",цепкий,1.0,ru,ru
11136,13368,23097.0,"Напишите свою ассоциацию со словом ""бюрократ""",человек,7.0,ru,ru
11137,13369,23097.0,"Напишите свою ассоциацию со словом ""бюрократ""",человек в футляре,1.0,ru,ru
11138,13370,23097.0,"Напишите свою ассоциацию со словом ""бюрократ""",человек с раздутым эго,1.0,ru,ru
11139,13371,23097.0,"Напишите свою ассоциацию со словом ""бюрократ""",эгоист,1.0,ru,ru
11140,13372,23097.0,"Напишите свою ассоциацию со словом ""бюрократ""",червь,1.0,ru,ru
11141,13373,23097.0,"Напишите свою ассоциацию со словом ""бюрократ""",чин,1.0,ru,ru
11142,13374,23097.0,"Напишите свою ассоциацию со словом ""бюрократ""",чинопочитание,1.0,ru,ru
11143,13375,23097.0,"Напишите свою ассоциацию со словом ""бюрократ""",чопорный,2.0,ru,ru
11144,13376,23097.0,"Напишите свою ассоциацию со словом ""бюрократ""",швондер,4.0,ru,ru
11145,13377,23097.0,"Напишите свою ассоциацию со словом ""бюрократ""",щелкопер,1.0,ru,ru
11146,13378,23097.0,"Напишите свою ассоциацию со словом ""бюрократ""",энергосос,1.0,ru,ru
11147,13379,23097.0,"Напишите свою ассоциацию со словом ""бюрократ""",энтропия,1.0,ru,ru
11148,13380,23097.0,"Напишите свою ассоциацию со словом ""бюрократ""",юридическая безопасность,1.0,ru,ru
11149,13381,23097.0,"Напишите свою ассоциацию со словом ""бюрократ""",юристы,1.0,ru,ru
11150,13382,23097.0,"Напишите свою ассоциацию со словом ""бюрократ""",якорь,5.0,ru,ru
11151,13383,23097.0,"Напишите свою ассоциацию со словом ""бюрократ""",бурная деятельность,1.0,ru,ru
11152,13384,23097.0,"Напишите свою ассоциацию со словом ""бюрократ""",бракодел,1.0,ru,ru
11153,13385,23097.0,"Напишите свою ассоциацию со словом ""бюрократ""",бредятинан,1.0,ru,ru
11154,13386,23097.0,"Напишите свою ассоциацию со словом ""бюрократ""",графики,1.0,ru,ru
11155,13387,23097.0,"Напишите свою ассоциацию со словом ""бюрократ""",москва,1.0,ru,ru
11156,13388,23097.0,"Напишите свою ассоциацию со словом ""бюрократ""",муниципалы,1.0,ru,ru
11157,13389,23097.0,"Напишите свою ассоциацию со словом ""бюрократ""",осторожность,1.0,ru,ru
11158,13390,23097.0,"Напишите свою ассоциацию со словом ""бюрократ""",смысл,1.0,ru,ru
11159,13391,23097.0,"Напишите свою ассоциацию со словом ""бюрократ""",тщательность,1.0,ru,ru
11160,13396,23239.0,Напишите 3 (три) ваши ассоциации с Китаем,китайская стена,1.0,bg,bg
11161,13399,23239.0,Напишите 3 (три) ваши ассоциации с Китаем,дешёвая рабочая сила,1.0,bg,bg
11162,13406,23239.0,Напишите 3 (три) ваши ассоциации с Китаем,зеленый чай,1.0,bg,bg
11163,13408,23239.0,Напишите 3 (три) ваши ассоциации с Китаем,иероглифы,3.0,bg,bg
11164,13415,23239.0,Напишите 3 (три) ваши ассоциации с Китаем,мао,1.0,bg,bg
11165,13418,23239.0,Напишите 3 (три) ваши ассоциации с Китаем,опыт,1.0,bg,bg
11166,13421,23239.0,Напишите 3 (три) ваши ассоциации с Китаем,панда,1.0,bg,bg
11167,13433,23239.0,Напишите 3 (три) ваши ассоциации с Китаем,хитрые,1.0,bg,bg
11168,13434,23239.0,Напишите 3 (три) ваши ассоциации с Китаем,хитрый,1.0,bg,bg
11169,13436,23239.0,Напишите 3 (три) ваши ассоциации с Китаем,тайвань,1.0,bg,bg
11170,13438,23239.0,Напишите 3 (три) ваши ассоциации с Китаем,тонкости,1.0,bg,bg
11171,13441,23239.0,Напишите 3 (три) ваши ассоциации с Китаем,украсть технологии задешево,1.0,bg,bg
11172,13443,23239.0,Напишите 3 (три) ваши ассоциации с Китаем,шанхай,1.0,bg,bg
11173,13446,23379.0,Как настроение?,бодрое морозное,1.0,ru,ru
11174,13447,23379.0,Как настроение?,всё клубнично как обычно,1.0,ru,ru
11175,13448,23379.0,Как настроение?,замечательно,1.0,ru,ru
11176,13449,23379.0,Как настроение?,замечательное,1.0,ru,ru
11177,13450,23379.0,Как настроение?,круто,1.0,ru,ru
11178,13451,23379.0,Как настроение?,кул,1.0,ru,ru
11179,13452,23379.0,Как настроение?,лучше всех!,1.0,ru,ru
11180,13453,23379.0,Как настроение?,огонь,1.0,ru,ru
11181,13454,23379.0,Как настроение?,огонь🔥,1.0,ru,ru
11182,13455,23379.0,Как настроение?,отлично,2.0,ru,ru
11183,13456,23379.0,Как настроение?,отличное,9.0,ru,ru
11184,13457,23379.0,Как настроение?,прекрасно,1.0,ru,ru
11185,13458,23379.0,Как настроение?,радостное,1.0,ru,ru
11186,13459,23379.0,Как настроение?,супер,4.0,ru,ru
11187,13460,23379.0,Как настроение?,до объявления пароля не очень,1.0,ru,ru
11188,13461,23379.0,Как настроение?,норм,2.0,ru,ru
11189,13462,23379.0,Как настроение?,нормально,2.0,ru,ru
11190,13463,23379.0,Как настроение?,хороше,1.0,ru,ru
11191,13464,23379.0,Как настроение?,хорошее,7.0,ru,ru
11192,13465,23379.0,Как настроение?,хорошо,2.0,ru,ru
11193,13466,23379.0,Как настроение?,хочется кушать и спать,1.0,ru,ru
11194,13467,23380.0,Готовы поработать?,а вы сомневаетесь во мне?),1.0,ru,ru
11195,13468,23380.0,Готовы поработать?,в отпуске,1.0,ru,ru
11196,13469,23380.0,Готовы поработать?,всегда,1.0,ru,ru
11197,13470,23380.0,Готовы поработать?,всегда готов,1.0,ru,ru
11198,13471,23380.0,Готовы поработать?,всегда готов!,1.0,ru,ru
11199,13472,23380.0,Готовы поработать?,всегда готов))),1.0,ru,ru
11200,13473,23380.0,Готовы поработать?,всегда готовы,1.0,ru,ru
11201,13474,23380.0,Готовы поработать?,готов,3.0,ru,ru
11202,13475,23380.0,Готовы поработать?,готова💪,1.0,ru,ru
11203,13476,23380.0,Готовы поработать?,да,19.0,ru,ru
11204,13477,23380.0,Готовы поработать?,да солнце уже высоко,1.0,ru,ru
11205,13478,23380.0,Готовы поработать?,дааа,1.0,ru,ru
11206,13479,23380.0,Готовы поработать?,ейс оф кос,1.0,ru,ru
11207,13480,23380.0,Готовы поработать?,естественно,1.0,ru,ru
11208,13481,23380.0,Готовы поработать?,конечно,2.0,ru,ru
11209,13482,23380.0,Готовы поработать?,с радостью,1.0,ru,ru
11210,13483,23380.0,Готовы поработать?,скорее да чем нет☺,1.0,ru,ru
11211,13484,23380.0,Готовы поработать?,так точно!,1.0,ru,ru
11212,13485,23380.0,Готовы поработать?,готов отдыхать,1.0,ru,ru
11213,13486,23380.0,Готовы поработать?,готов поспать,1.0,ru,ru
11214,13487,23380.0,Готовы поработать?,завтра?,1.0,ru,ru
11215,13488,23380.0,Готовы поработать?,может не сегодня?,1.0,ru,ru
11216,13489,23380.0,Готовы поработать?,можно не надо?,1.0,ru,ru
11217,13490,23380.0,Готовы поработать?,не совсем,1.0,ru,ru
11218,13491,23380.0,Готовы поработать?,нет,2.0,ru,ru
11219,13492,23380.0,Готовы поработать?,я пришел не сюда не для этого),1.0,ru,ru
11220,13493,23380.0,Готовы поработать?,но ради чего?,1.0,ru,ru
11221,13494,23380.0,Готовы поработать?,опять работа?,1.0,ru,ru
11222,13495,23380.0,Готовы поработать?,посмотрим,1.0,ru,ru
11223,13496,23380.0,Готовы поработать?,смотря над чем,1.0,ru,ru
11224,13497,23380.0,Готовы поработать?,смотря что делать,1.0,ru,ru
